BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_500_0.7_1,4054.84,8.110000000000001,30.6,108.8,113176.6215704652,18610.48590782182,1875.4,0.4,22498.2,8264.4,9716.4,0.0,0.0,500.0,108.8,8.916999999999998,2.904,3403.2,381.4,10548.8
Gen_Data_500_0.7_2,4288.306,8.578,23.8,128.0,132187.071238477,18947.973799964588,1734.6,1.0,22603.6,8379.2,9927.4,0.0,0.0,500.0,128.0,9.4938,3.0964,3720.2,409.6,11202.2
Gen_Data_500_0.7_3,4013.6800000000003,8.024000000000001,22.6,104.6,108844.89783171692,18462.874478116915,2187.6,0.0,22686.6,8192.4,9038.4,0.0,0.0,500.0,104.6,5.6454,1.6920000000000002,3532.0,376.0,9942.4
Gen_Data_500_0.7_4,4262.786,8.528,19.8,123.4,127556.34401322417,17819.3007223316,1704.8,0.2,21468.6,7973.8,9201.0,0.0,0.0,500.0,123.4,7.8256,2.4543999999999997,3345.4,398.4,12385.6
Gen_Data_500_0.7_5,4171.168000000001,8.342,29.4,102.4,106884.7217974967,17418.68458144236,2476.0,5.8,21953.0,8046.6,9631.8,0.0,0.0,500.0,102.4,9.7896,3.1704000000000003,3697.8,415.8,11710.2
Gen_Data_500_0.7_6,4175.954,8.352,32.0,115.2,119538.87770332661,17629.26085292946,2303.8,0.8,21912.6,8015.0,9671.8,0.0,0.0,500.0,115.2,9.7078,3.3136,3154.2,359.2,11142.8
Gen_Data_500_0.7_7,4192.082,8.384,23.2,119.2,123366.90564310786,18431.22684630294,2792.2,1.6,23198.4,8039.2,9155.4,0.0,0.0,500.0,119.2,6.7194,2.2324,3928.6,444.6,13424.4
Gen_Data_500_0.7_8,3966.7,7.9319999999999995,28.4,102.0,106252.82058048811,19225.697336939556,2251.6,0.0,23536.2,8589.6,9482.2,0.0,0.0,500.0,102.0,6.437,1.7852000000000001,4255.2,419.6,11181.2
Gen_Data_500_0.7_9,4402.542,8.804,20.4,133.6,137595.81780652163,17783.232369220244,2182.6,1.8,21857.0,7684.0,8702.4,0.0,0.0,500.0,133.6,7.114,2.0368000000000004,3672.0,426.4,13181.8
Gen_Data_500_0.7_10,4156.992,8.314,32.8,110.4,114816.13207061516,18349.687827761172,2250.6,1.2,22616.2,8382.0,9960.6,0.0,0.0,500.0,110.4,8.856,3.1572,3418.8,381.4,11567.6
