BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_500_0.7_1,3447.7460000000005,6.894,19.4,58.0,62566.418443144255,21693.150109761027,5368.6,4.2,29409.2,9325.4,9757.2,0.0,0.0,500.0,58.0,3.2072000000000003,0.8635999999999999,5113.8,490.8,7614.6
Gen_Data_500_0.7_2,3638.946,7.276000000000001,15.4,65.6,70174.97425153435,22221.228071646612,5612.4,11.2,30133.8,9717.2,10431.8,0.0,0.0,500.0,65.6,5.582600000000001,1.4292000000000002,5016.4,498.0,8358.0
Gen_Data_500_0.7_3,3388.3059999999996,6.775999999999999,14.2,60.4,64900.436872184044,21583.943294899225,5872.4,12.6,29778.6,8956.4,9257.4,0.0,0.0,500.0,60.4,2.0702,0.6020000000000001,5055.4,494.2,8030.8
Gen_Data_500_0.7_4,3415.28,6.83,15.4,53.2,57779.58803440322,21996.845693062867,6046.6,10.6,30421.0,9359.4,9691.0,0.0,0.0,500.0,53.2,2.5212000000000003,0.6632,5232.6,494.6,7381.4
Gen_Data_500_0.7_5,3498.6839999999997,6.998,21.6,52.0,56607.30611472561,21327.396419582394,5918.4,18.8,29620.4,9185.4,9589.8,0.0,0.0,500.0,52.0,2.9717999999999996,0.8088,4846.0,496.4,7968.0
Gen_Data_500_0.7_6,3541.844,7.0840000000000005,19.0,54.8,59400.83938138527,22061.129786009948,5495.4,10.2,29908.8,9337.6,9871.6,0.0,0.0,500.0,54.8,4.0746,1.068,4752.0,493.6,8151.8
Gen_Data_500_0.7_7,3438.0739999999996,6.8759999999999994,15.4,59.0,63543.05928027894,21716.2904786567,6144.0,5.2,30197.2,9402.0,9839.2,0.0,0.0,500.0,59.0,2.7367999999999997,0.8744,4641.2,497.0,8048.6
Gen_Data_500_0.7_8,3588.8880000000004,7.1739999999999995,23.2,67.0,71485.33721079185,21831.652866479075,5392.4,41.2,29510.8,9526.8,9950.0,0.0,0.0,500.0,67.0,2.6475999999999997,0.8463999999999998,4811.8,496.8,8315.6
Gen_Data_500_0.7_9,3652.182,7.306,20.2,72.0,76451.26848666354,21330.14469276003,5629.8,16.2,29220.6,9089.6,9609.8,0.0,0.0,500.0,72.0,2.7892,1.0403999999999998,4955.4,496.8,8562.2
Gen_Data_500_0.7_10,3437.068,6.8740000000000006,20.6,51.6,56239.25971811586,21878.220547830675,5501.0,14.4,29754.2,9576.2,10032.4,0.0,0.0,500.0,51.6,3.3842,0.9124000000000001,5035.0,494.0,8676.2
