BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_500_0.7_1,4172.702499999999,8.344999999999999,26.0,92.75,97099.05903243943,23551.40327067193,4161.25,11.25,29887.75,8606.5,9497.5,0.0,0.0,500.0,92.75,6.2867500000000005,1.782,8813.5,444.5,10698.0
Gen_Data_500_0.7_2,4372.6975,8.745,20.75,105.25,109492.30412602368,24560.062744337167,3946.5,21.75,30611.25,8794.0,9737.25,0.0,0.0,500.0,105.25,6.47875,1.8864999999999998,9057.25,442.25,11817.25
Gen_Data_500_0.7_3,4130.04,8.26,21.0,92.5,96741.41734523789,23440.03508917688,3835.75,19.25,29452.0,8378.0,8820.75,0.0,0.0,500.0,92.5,2.6945,0.8855,8465.0,467.0,11174.5
Gen_Data_500_0.7_4,4103.827499999999,8.209999999999999,24.5,90.25,94542.21741476117,23432.51675095494,4448.5,33.0,30067.25,8491.0,9040.0,0.0,0.0,500.0,90.25,4.032500000000001,1.0979999999999999,9078.25,468.5,11434.5
Gen_Data_500_0.7_5,4210.545,8.42,26.5,90.0,94360.68410033954,23451.05710682403,4573.5,24.0,30213.75,8363.0,9122.0,0.0,0.0,500.0,90.0,5.61025,1.518,9196.75,481.5,11825.5
Gen_Data_500_0.7_6,4151.262499999999,8.3,28.0,88.25,92600.0309619144,23797.84091638127,3808.25,44.0,29797.5,8577.0,9258.5,0.0,0.0,500.0,88.25,4.55025,1.363,8343.75,466.25,11425.5
Gen_Data_500_0.7_7,4261.259999999999,8.52,30.75,100.0,104252.97721675447,24266.92820019522,3935.0,10.25,30353.0,8536.0,9355.75,0.0,0.0,500.0,100.0,5.136,1.6395,8964.0,451.75,12342.5
Gen_Data_500_0.7_8,4144.4400000000005,8.290000000000001,27.25,93.75,98049.0518286295,24050.83027005871,3589.25,30.25,29805.75,8813.75,9517.0,0.0,0.0,500.0,93.75,5.250249999999999,1.4064999999999999,8599.5,439.75,10720.0
Gen_Data_500_0.7_9,4256.1125,8.51,22.25,103.25,107449.68716400422,23366.342395479518,4378.25,5.75,29859.75,8318.25,9071.5,0.0,0.0,500.0,103.25,5.256500000000001,1.5065,9026.25,471.5,11555.5
Gen_Data_500_0.7_10,4347.1375,8.692499999999999,34.0,97.5,101824.67043163147,23741.197823248494,3933.5,19.25,29832.75,8584.25,9335.25,0.0,0.0,500.0,97.5,5.2669999999999995,1.502,9118.25,452.5,12052.75
