ScenarioName,TotalCost,nTaxi
Gen_Data_100_1,2998.1393057854766,2
Gen_Data_100_2,999.9999999999782,0
Gen_Data_100_3,1019.8355263155117,0
Gen_Data_100_4,1008.1514162803505,0
Gen_Data_100_5,1004.4927536232099,0
Gen_Data_100_6,1029.9081450471012,0
Gen_Data_100_7,1008.4807007547863,0
Gen_Data_100_8,999.9999999998472,0
Gen_Data_100_9,1004.2105263158664,0
Gen_Data_100_10,1043.3359310325689,0
