ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_500_0.7_1_Run1,4013.76,20.07,18,2,7035.806970672411,25636.202468206528,2417,22,30580,10603,10842,300,0,200,2,2.399,0.478
Gen_Data_500_0.7_2_Run1,4022.64,20.11,15,6,11057.537851690018,25610.793511258995,2354,23,30485,11161,11688,300,0,200,6,3.393,1.054
Gen_Data_500_0.7_3_Run1,4018.67,20.09,21,6,11008.00481692957,25782.90092027581,3488,31,31789,10883,11209,300,0,200,6,2.799,0.652
Gen_Data_500_0.7_4_Run1,4017.28,20.09,18,1,6174.349713687562,25936.832736513676,2461,13,30946,10843,11674,300,0,200,1,4.984,1.662
Gen_Data_500_0.7_5_Run1,4022.22,20.11,14,1,6060.817375293326,25595.143151535685,1852,2,29977,10585,10927,300,0,200,1,2.642,0.684
Gen_Data_500_0.7_6_Run1,4009.85,20.05,12,10,15039.804625957106,26217.321839343,3071,26,31785,10114,10711,300,1,200,9,3.219,1.194
Gen_Data_500_0.7_7_Run1,3993.21,19.97,14,0,5026.299675972392,25602.007595659732,3503,9,31656,10704,10832,300,0,200,0,1.06,0.256
Gen_Data_500_0.7_8_Run1,4013.8,20.07,17,1,6047.332476105291,25188.77571710354,3492,3,31224,10724,11002,300,0,200,1,2.521,0.556
Gen_Data_500_0.7_9_Run1,4009.1,20.05,15,3,8106.67904171952,26006.090920175844,2307,0,30828,10378,10859,300,0,200,3,2.936,0.962
Gen_Data_500_0.7_10_Run1,4013.39,20.07,10,0,5041.806151930005,25707.98886742778,2279,19,30535,11291,11510,300,0,200,0,1.442,0.438
