ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_500_0.7_1_Run1,4022.31,20.11,19,2,7056.490088447085,25655.42107476075,2539,21,30735,10596,10947,300,0,200,2,2.746,0.702
Gen_Data_500_0.7_2_Run1,4025.25,20.13,16,7,12031.007462233822,26449.444818896907,2423,22,31431,11200,11683,300,0,200,7,3.743,0.966
Gen_Data_500_0.7_3_Run1,4013.29,20.07,20,8,13041.699750834352,26071.410531027876,3151,34,31763,10862,11454,300,0,200,8,4.099,1.184
Gen_Data_500_0.7_4_Run1,4017.66,20.09,18,5,10051.15079886216,25620.80556262645,3175,2,31349,10727,11230,300,0,200,5,3.482,1.006
Gen_Data_500_0.7_5_Run1,4024.33,20.12,15,0,5058.638495497984,25571.75658567909,2721,3,30865,10628,10893,300,0,200,0,2.492,0.53
Gen_Data_500_0.7_6_Run1,4022.86,20.11,16,7,12054.224407233727,26366.678249928278,2712,71,31621,10214,10826,300,1,200,6,4.089,1.224
Gen_Data_500_0.7_7_Run1,4000.78,20.0,22,2,7065.170434559359,26089.04300301194,3217,36,31863,10683,11035,300,0,200,2,2.656,0.704
Gen_Data_500_0.7_8_Run1,4013.06,20.07,11,4,9083.155329433592,26131.788324331115,3187,28,31889,10643,11115,300,0,200,4,4.357,0.944
Gen_Data_500_0.7_9_Run1,4015.75,20.08,11,8,12983.220217799058,25886.267321066985,3592,0,32003,10296,10559,300,0,200,8,1.977,0.526
Gen_Data_500_0.7_10_Run1,4023.7,20.12,12,0,5067.459851449838,26381.085332649884,2696,7,31662,11291,11672,300,0,200,0,2.712,0.762
