DataSize,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing
20,11.666666666666666,2.3200000000000003,1.6666666666666667,4.481444444444445,4162.9012169387815,1201.4051123504692,514.375,0.0,1800.375,315.75,330.875,12.0,1.5,8.0,2.5,2.32125
100,394.15444444444444,9.853333333333332,6.555555555555555,2.5555555555555554,3554.297070211158,5717.98407553916,3564.777777777778,0.3333333333333333,9785.0,2084.5555555555557,2189.3333333333335,60.0,0.0,40.0,2.5555555555555554,3.112222222222222
300,1206.3244444444445,10.054444444444446,7.777777777777778,10.88888888888889,13864.51983853215,15735.725586069004,9916.333333333334,3.3333333333333335,27141.777777777777,6221.222222222223,6577.111111111111,180.0,0.1111111111111111,120.0,10.777777777777779,2.8515555555555556
500,2039.7330000000002,10.198,6.7,16.1,21025.016120649438,26580.584608901747,17197.3,2.5,46271.0,10498.4,10885.1,300.0,0.2,200.0,15.9,2.0487999999999995
