DataSize,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing
20,4.69125,0.58625,1.25,4.875,5036.490647048774,1132.2128923344053,392.25,0.0,1603.375,316.5,364.625,12.0,1.625,8.0,3.25,3.437375
100,384.85727272727274,9.611818181818183,9.090909090909092,13.363636363636363,14299.233986147936,4244.793253154512,1373.0,1.4545454545454546,6058.181818181818,1784.090909090909,2070.0,60.0,3.6363636363636362,40.0,9.727272727272727,9.030545454545454
300,1201.3539999999998,10.010000000000002,3.4,72.7,75141.32989519837,10186.142216827355,4187.9,4.6,15529.3,4463.9,5078.8,180.0,14.7,120.0,58.0,8.6516
500,2023.53,10.117777777777778,2.888888888888889,119.55555555555556,123649.62732828628,16780.690867499987,7649.555555555556,11.666666666666666,26369.777777777777,7544.444444444444,8623.222222222223,300.0,30.22222222222222,200.0,89.33333333333333,8.674222222222221
