ScenarioName,TotalCost_mean,nTaxi_mean
Gen_Data_500_1,7153.819970845236,2.0
Gen_Data_500_2,5320.245820121338,0.2
Gen_Data_500_3,5089.437052650095,0.0
Gen_Data_500_4,5041.43565187423,0.0
Gen_Data_500_5,5478.486810114087,0.4
Gen_Data_500_6,6087.113398381318,1.0
Gen_Data_500_7,6019.914835721659,1.0
Gen_Data_500_8,5074.275725105261,0.0
Gen_Data_500_9,5395.799822255334,0.2
Gen_Data_500_10,5032.6716744142595,0.0
