ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing
Gen_Data_20_1,5.4,0.67,1,5,5150.0,1097.8208063136467,506,0,1680,216,216,12,2,8,3,0.0
Gen_Data_20_2,3.73,0.47,3,3,3170.0,1396.5315574369092,181,0,1666,339,339,12,2,8,2,0.0
Gen_Data_20_3,4.96,0.62,2,7,7130.0,1252.0678932712544,224,0,1544,242,242,12,2,8,5,0.0
Gen_Data_20_4,3.11,0.39,2,4,4171.935483870968,1268.7823282056042,159,0,1509,318,392,12,0,8,4,3.333
Gen_Data_20_5,2.5,0.31,3,4,4177.5,1348.9904766077084,124,0,1559,376,425,12,0,8,4,2.778
Gen_Data_20_6,4.14,0.52,3,6,6144.576271186441,1178.4206639379393,419,0,1670,377,404,12,2,8,5,4.167
Gen_Data_20_7,7.23,0.9,1,6,6189.135340678825,1331.7760945295483,290,0,1696,426,671,12,2,8,4,16.389
Gen_Data_20_8,2.26,0.28,3,6,6140.0,1068.905017602489,389,0,1528,235,235,12,4,8,3,0.0
Gen_Data_20_9,2.63,0.33,1,6,6141.774193548387,1401.2492747559932,194,0,1668,350,361,12,1,8,5,2.778
Gen_Data_20_10,2.61,0.33,3,4,4160.0,1072.5381772806,286,0,1447,262,262,12,2,8,2,0.0
