ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_100_0.7_1_Run1,1200.69,0.0,0,12,13052.378238975136,4595.676769532019,165,44,5209,2061,2697,0,12,100,0,15.827,6.36,199,0,0
Gen_Data_100_0.7_2_Run1,1200.56,0.0,0,5,6104.060413020392,5267.494744050782,237,18,5988,2177,2865,0,5,100,0,12.966,6.88,392,0,0
Gen_Data_100_0.7_3_Run1,1200.55,0.0,0,6,7064.8091145089775,5097.811579144215,313,23,5885,1954,2447,0,6,100,0,13.144,4.93,392,0,0
Gen_Data_100_0.7_4_Run1,1200.54,0.0,0,8,9053.374136518916,4707.970916081928,244,23,5419,2127,2672,0,8,100,0,17.055,5.45,455,0,0
Gen_Data_100_0.7_5_Run1,1200.56,0.0,0,5,5988.502468119714,4754.0605776984,240,3,5484,1787,1940,0,5,100,0,6.389,1.53,486,0,0
Gen_Data_100_0.7_6_Run1,1200.97,0.0,0,5,6060.802581074495,5026.303613340297,201,42,5711,2164,2699,0,5,100,0,13.033,5.35,264,0,0
Gen_Data_100_0.7_7_Run1,1200.93,0.0,0,5,6106.264451555218,4926.570118214397,291,22,5703,1826,2265,0,5,100,0,11.408,4.39,494,0,0
Gen_Data_100_0.7_8_Run1,1200.56,0.0,0,3,4013.0915358632283,4886.1430098830715,249,1,5631,2037,2282,0,3,100,0,8.89,2.45,380,0,0
Gen_Data_100_0.7_9_Run1,1200.53,0.0,0,6,7084.291261446799,4711.4935031292025,374,2,5565,1995,2472,0,6,100,0,13.302,4.77,397,0,0
Gen_Data_100_0.7_10_Run1,1200.55,0.0,0,9,9959.359268400483,4873.467485524096,386,4,5721,1763,1981,0,9,100,0,6.46,2.18,447,0,0
