ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_100_0.7_1_Run1,1080.27,10.33,1,49,49526.19047619047,2642.6797450784447,3936,0,6840,1202,1236,0,0,100,49,1.053,0.34,714,100,2601
Gen_Data_100_0.7_2_Run1,811.74,7.74,1,35,35668.75,2889.9713649683767,3614,0,6840,1283,1328,0,0,100,35,1.316,0.45,846,99,2263
Gen_Data_100_0.7_3_Run1,909.87,8.69,4,40,40642.06834259127,2835.659080371698,3700,0,6840,1214,1329,0,0,100,40,4.035,1.15,711,97,2337
Gen_Data_100_0.7_4_Run1,948.23,9.06,0,42,42602.1492595022,2864.2784719820756,3680,0,6840,1297,1368,0,0,100,42,5.138,0.71,743,98,2542
Gen_Data_100_0.7_5_Run1,828.63,7.9,1,36,36655.38461538462,2807.608093473409,3707,0,6840,1178,1198,0,0,100,36,0.752,0.2,944,100,1999
Gen_Data_100_0.7_6_Run1,875.1,8.33,2,38,38657.289571126814,3146.537453803312,3376,0,6840,1394,1531,0,0,100,38,5.263,1.37,742,100,2438
Gen_Data_100_0.7_7_Run1,789.15,7.53,3,34,34662.8,2604.0255190365115,3889,0,6840,1151,1158,0,0,100,34,1.053,0.07,820,100,2130
Gen_Data_100_0.7_8_Run1,891.31,8.52,2,39,39630.9098949696,2982.00330623638,3541,0,6840,1271,1346,0,0,100,39,2.857,0.75,846,100,2412
Gen_Data_100_0.7_9_Run1,882.64,8.44,3,39,39672.63568868407,2849.3569107456547,3675,0,6840,1245,1420,0,0,100,39,3.434,1.75,807,95,2004
Gen_Data_100_0.7_10_Run1,825.03,7.85,2,36,36689.83160536942,2859.5243281017874,3656,0,6840,1242,1359,0,0,100,36,4.474,1.17,793,97,2248
