ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_100_0.7_1_Run1,316.97,7.92,9,3,4019.2388719351784,4933.770932889751,431,6,5858,2072,2228,60,0,40,3,2.976,1.56,594,5,182
Gen_Data_100_0.7_2_Run1,342.18,8.55,13,0,1037.5862758876733,4803.843815634988,310,3,5621,2014,2167,60,0,40,0,4.806,1.53,559,2,98
Gen_Data_100_0.7_3_Run1,336.16,8.4,11,3,4001.7272599780713,5069.268530685183,445,0,6006,2109,2222,60,0,40,3,5.153,1.13,386,0,0
Gen_Data_100_0.7_4_Run1,438.92,10.97,13,6,7018.191193158318,4930.340964344564,313,13,5718,1951,2239,60,0,40,6,7.299,2.88,505,3,99
Gen_Data_100_0.7_5_Run1,346.91,8.67,12,3,3991.7663551522196,4923.826053824273,574,0,5989,2100,2214,60,0,40,3,4.96,1.14,560,2,84
Gen_Data_100_0.7_6_Run1,338.5,8.46,12,2,3038.418519390294,5047.484506188158,261,2,5804,2211,2544,60,0,40,2,10.618,3.33,428,0,0
Gen_Data_100_0.7_7_Run1,419.39,10.48,12,8,8967.074496012327,4780.617573983823,573,13,5817,1927,2140,60,0,40,8,7.546,2.13,631,0,0
Gen_Data_100_0.7_8_Run1,416.67,10.42,13,3,3986.398190045249,4790.979081992224,445,1,5730,1875,1967,60,0,40,3,2.071,0.92,381,5,159
Gen_Data_100_0.7_9_Run1,352.56,8.81,11,6,6999.326541514041,4952.49620290068,354,2,5789,2110,2395,60,0,40,6,7.716,2.85,439,2,44
Gen_Data_100_0.7_10_Run1,275.78,6.89,7,0,1048.4202402547098,4926.842202228567,415,0,5847,1887,2098,60,0,40,0,5.112,2.11,363,5,193
