ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_500_0.7_1_Run2,4561.91,9.12,39,97,101387.23045153692,24438.42648579449,5804,23,32400,8481,9681,0,0,500,97,8.228,2.4,11424,444,10752
Gen_Data_500_0.7_2_Run2,4881.37,9.76,27,112,116165.66484438488,24366.014388468015,5950,2,32400,8640,9667,0,0,500,112,7.906,2.054,11756,433,10493
Gen_Data_500_0.7_3_Run2,4373.24,8.75,25,83,87521.62591938186,23906.417002677343,6242,49,32400,8778,9962,0,0,500,83,7.533,2.368,10929,469,11306
Gen_Data_500_0.7_4_Run2,4834.39,9.67,27,109,113149.69043610187,24197.236501648014,6079,3,32400,7880,8465,0,0,500,109,4.239,1.17,12496,445,10518
Gen_Data_500_0.7_5_Run2,4591.72,9.18,33,86,90440.7402649806,23938.673075032544,6222,32,32400,8242,9054,0,0,500,86,6.453,1.624,11698,480,12045
Gen_Data_500_0.7_6_Run2,4698.83,9.4,28,93,97358.7246965049,24194.900841645234,5990,14,32400,8263,9163,0,0,500,93,6.112,1.8,10971,455,12078
Gen_Data_500_0.7_7_Run2,5030.13,10.06,21,114,118152.26760460138,24475.107826502193,5830,67,32400,8108,9095,0,0,500,114,5.49,1.974,11947,459,13217
Gen_Data_500_0.7_8_Run2,4508.6,9.02,40,91,95411.40029297673,24562.52896415673,5622,8,32400,8678,9698,0,0,500,91,6.816,2.04,12181,466,11965
Gen_Data_500_0.7_9_Run2,4784.09,9.57,31,106,110164.51107924606,23920.23942982761,6344,0,32400,8187,8917,0,0,500,106,5.092,1.46,11946,463,10654
Gen_Data_500_0.7_10_Run2,4845.7,9.69,37,92,96389.88847864018,24198.68633760036,5979,40,32399,8560,9496,0,0,500,92,7.241,1.872,11673,459,12277
