BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_100_0.7_1,977.0260000000001,9.766,4.0,46.0,46569.467787114845,3134.4991485951223,3415.2,0.0,6840.0,1271.0,1325.0,0.0,0.0,100.0,46.0,2.368,0.54,1717.8,90.0,2312.2
Gen_Data_100_0.7_2,891.118,8.908,3.0,41.0,41611.21153846154,3346.357481457128,3179.0,0.0,6840.0,1258.0,1312.6,0.0,0.0,100.0,41.0,1.8424,0.546,1929.4,97.8,2615.4
Gen_Data_100_0.7_3,921.826,9.218,2.6,42.6,43213.03190534431,3015.5591179508438,3515.0,0.0,6840.0,1147.2,1279.8,0.0,0.0,100.0,42.6,4.456200000000001,1.326,1750.2,88.0,2218.6
Gen_Data_100_0.7_4,954.7540000000001,9.546000000000001,1.0,44.4,45007.483004122136,3119.634110488633,3426.2,0.0,6840.0,1273.8,1475.8,0.0,0.0,100.0,44.4,6.241,2.02,1690.8,96.0,2658.4
Gen_Data_100_0.7_5,941.7860000000001,9.418,0.0,43.8,44381.60948855067,2946.061871387431,3593.0,0.0,6840.0,1100.4,1147.2,0.0,0.0,100.0,43.8,2.8774,0.46799999999999997,1766.4,99.0,2580.0
Gen_Data_100_0.7_6,921.6200000000001,9.212,3.0,42.8,43424.35065345415,3562.1855767239585,2970.0,20.8,6840.0,1388.6,1515.6,0.0,0.0,100.0,42.8,4.3156,1.27,2102.6,98.0,2536.2
Gen_Data_100_0.7_7,871.4639999999999,8.709999999999999,3.0,39.8,40425.52463768116,2917.331834619819,3597.8,0.0,6840.0,1013.8,1053.8,0.0,0.0,100.0,39.8,2.333,0.4,1778.2,100.0,2324.8
Gen_Data_100_0.7_8,911.152,9.11,1.0,42.0,42589.28301886792,3126.7312404635,3405.2,0.0,6840.0,1069.0,1102.2,0.0,0.0,100.0,42.0,1.8547999999999998,0.33199999999999996,1974.0,100.0,2468.0
Gen_Data_100_0.7_9,866.54,8.663999999999998,2.0,39.8,40453.102428450155,3222.054097963371,3298.8,0.0,6840.0,1230.2,1370.2,0.0,0.0,100.0,39.8,4.449,1.4,1863.2,93.4,1989.2
Gen_Data_100_0.7_10,905.598,9.054,0.0,42.0,42597.878787878784,2874.0084682691013,3660.0,0.0,6840.0,1080.0,1111.0,0.0,0.0,100.0,42.0,2.193,0.31,1716.0,100.0,2549.0
