BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_100_0.7_1,1096.784,10.438,1.0,49.0,49526.19047619047,2642.6797450784447,3936.0,0.0,6840.0,1202.0,1236.0,0.0,0.0,100.0,49.0,1.053,0.34,714.0,100.0,2601.0
Gen_Data_100_0.7_2,825.7560000000001,7.83,1.0,35.0,35668.75,2889.9713649683767,3614.0,0.0,6840.0,1283.0,1328.0,0.0,0.0,100.0,35.0,1.316,0.45,846.0,99.0,2263.0
Gen_Data_100_0.7_3,910.4799999999999,8.648,2.2,39.2,39844.46834259127,2852.6193781134434,3679.2,0.0,6840.0,1228.0,1334.6,0.0,0.0,100.0,39.2,3.4384,1.066,782.0,97.4,2280.6
Gen_Data_100_0.7_4,961.5139999999999,9.14,0.0,42.0,42602.1492595022,2864.2784719820756,3680.0,0.0,6840.0,1297.0,1368.0,0.0,0.0,100.0,42.0,5.138,0.71,743.0,98.0,2542.0
Gen_Data_100_0.7_5,831.0799999999999,7.878,1.0,35.4,36062.88461538462,2820.3070503075905,3692.6,0.0,6840.0,1183.4,1209.4,0.0,0.0,100.0,35.4,1.3838,0.26,951.8,100.0,1998.4
Gen_Data_100_0.7_6,897.3219999999999,8.51,1.6,38.8,39449.289571126814,3166.8363977359813,3359.2,0.0,6840.0,1389.2,1526.2,0.0,0.0,100.0,38.8,5.3334,1.37,749.6,100.0,2441.2
Gen_Data_100_0.7_7,808.2479999999999,7.6659999999999995,3.0,34.0,34662.8,2604.0255190365115,3889.0,0.0,6840.0,1151.0,1158.0,0.0,0.0,100.0,34.0,1.053,0.07,820.0,100.0,2130.0
Gen_Data_100_0.7_8,898.8700000000001,8.546,2.4,38.6,39234.9098949696,3023.7979495223,3497.8,0.0,6840.0,1274.2,1349.2,0.0,0.0,100.0,38.6,2.857,0.75,864.8,100.0,2453.0
Gen_Data_100_0.7_9,905.9199999999998,8.616,3.0,39.0,39672.63568868407,2849.3569107456547,3675.0,0.0,6840.0,1245.0,1420.0,0.0,0.0,100.0,39.0,3.434,1.75,801.4,95.0,2022.0
Gen_Data_100_0.7_10,841.8099999999998,7.981999999999999,2.0,36.0,36689.83160536942,2914.6470346371784,3601.6,0.0,6840.0,1282.0,1399.0,0.0,0.0,100.0,36.0,4.474,1.17,772.2,97.0,2264.8
