BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_100_0.7_1,1164.6619999999998,11.644,1.0,55.0,55477.833333333336,4332.322907202475,2217.0,0.0,6840.0,926.0,979.0,0.0,0.0,100.0,55.0,2.368,0.53,3020.0,72.0,2251.0
Gen_Data_100_0.7_2,1126.216,11.26,1.0,53.0,53477.64705882353,4348.877341480834,2198.0,0.0,6840.0,947.0,973.0,0.0,0.0,100.0,53.0,1.316,0.26,2864.0,74.0,2824.0
Gen_Data_100_0.7_3,1188.364,11.878,2.0,56.4,56862.238182005705,4384.306156602375,2180.2,0.0,6840.0,924.8,989.8,0.0,0.0,100.0,56.4,3.07,0.65,2866.8,66.4,2201.2
Gen_Data_100_0.7_4,1095.642,10.952,0.0,51.4,51903.274059048905,4406.7588027640795,2138.0,0.0,6840.0,1053.4,1108.4,0.0,0.0,100.0,51.4,3.07,0.55,2798.4,77.8,2913.0
Gen_Data_100_0.7_5,1294.946,12.946000000000002,2.0,62.0,62417.684873949576,4098.59534840266,2485.6,0.0,6840.0,799.0,906.0,0.0,0.0,100.0,62.0,4.624,1.07,2787.0,93.2,3450.6
Gen_Data_100_0.7_6,1084.098,10.84,2.0,51.0,51508.92037037037,4511.843132004113,2032.0,0.0,6840.0,1101.0,1147.0,0.0,0.0,100.0,51.0,1.504,0.4600000000000001,2700.0,86.0,3504.0
Gen_Data_100_0.7_7,1142.946,11.428,2.0,54.0,54476.875,4270.578808354483,2275.0,0.0,6840.0,835.0,862.0,0.0,0.0,100.0,54.0,0.877,0.27,2909.0,77.0,2649.0
Gen_Data_100_0.7_8,1162.8480000000002,11.623999999999999,0.0,54.8,55275.240740740745,4228.345172616057,2323.6,0.0,6840.0,792.2,851.2,0.0,0.0,100.0,54.8,1.9739999999999998,0.59,2844.8,82.4,2971.8
Gen_Data_100_0.7_9,1253.378,12.532,1.4,59.8,60248.61425590806,4176.0526524215875,2394.4,0.0,6840.0,777.2,948.0,0.0,0.0,100.0,59.8,6.7366,1.7079999999999997,2932.2,74.4,2586.8
Gen_Data_100_0.7_10,1159.2379999999998,11.59,0.6,55.0,55450.0,4313.795532665763,2238.2,0.0,6840.0,821.0,821.0,0.0,0.0,100.0,55.0,0.0,0.0,2935.0,67.0,2339.6
