ScenarioName,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean
Gen_Data_300_1,7692.002,59.98199999999999,26.4,9.4,12446.752357626496,16612.992353305162,1151.4,21.4,19247.4,5654.2,6219.4,180.0,0.0,120.0,9.4,5.6654
Gen_Data_300_2,7715.114,59.972,19.4,7.8,10856.1205925601,17252.787169711017,1087.6,16.2,19837.2,6416.4,6951.2,180.0,0.0,120.0,7.8,6.322799999999999
Gen_Data_300_3,7651.548,59.624,19.2,9.4,12428.450129591434,17418.938771487385,1171.2,10.0,20069.8,6815.4,7355.6,180.0,0.0,120.0,9.4,5.579400000000001
Gen_Data_300_4,7723.722,60.062,19.0,2.6,5614.734301291023,16967.439381490716,1165.0,19.2,19650.6,6127.4,6331.0,180.0,0.0,120.0,2.6,2.5704000000000002
Gen_Data_300_5,7731.197999999999,60.028,22.4,3.0,6054.908531488114,17024.640741839255,1059.6,8.2,19593.2,6020.2,6391.0,180.0,0.0,120.0,3.0,4.244400000000001
Gen_Data_300_6,7664.755999999999,59.916,21.6,5.6,8737.67008375146,17059.91477728078,1267.6,31.4,19818.0,6890.4,7851.6,180.0,0.0,120.0,5.6,9.6584
Gen_Data_300_7,7653.611999999999,59.698,21.2,5.6,8651.280684712547,17182.405653125483,1158.4,2.8,19839.4,6390.2,6846.6,180.0,0.0,120.0,5.6,5.051
Gen_Data_300_8,7670.217999999999,59.815999999999995,13.8,2.8,5806.385485715759,16891.172135026405,1401.2,2.4,19796.8,5983.6,6134.2,180.0,1.0,120.0,1.8,2.458
Gen_Data_300_9,7638.5160000000005,59.48199999999999,22.4,6.2,9237.15415544803,17097.69136969676,1201.6,15.4,19789.4,6522.6,6953.4,180.0,0.0,120.0,6.2,5.5096
Gen_Data_300_10,7613.182000000001,59.608000000000004,20.4,3.0,6015.931594781197,16994.702268760862,1366.4,4.2,19873.2,5975.0,6183.2,180.0,0.0,120.0,3.0,2.5098
