ScenarioName,TotalCost_mean,nTaxi_mean
Gen_Data_100_1,11829.620126914235,10.8
Gen_Data_100_2,15570.17562665329,14.6
Gen_Data_100_3,12412.667096802288,11.4
Gen_Data_100_4,11388.67218974583,10.4
Gen_Data_100_5,10809.615008069104,9.8
Gen_Data_100_6,14359.173147370992,13.4
Gen_Data_100_7,14013.509233740286,13.0
Gen_Data_100_8,11826.98436613628,10.8
Gen_Data_100_9,11777.37610132692,10.8
Gen_Data_100_10,11831.602621240954,10.8
