ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_500_0.7_1_Run5,1201.67,0.0,0,0,5000.000000001426,25577.26249695614,273,0,28394,10648,10648,300,0,200,0,0.0,0.0
Gen_Data_500_0.7_2_Run5,1201.31,0.0,0,0,5007.3874165038615,26246.288388931844,405,0,29202,11288,11327,300,0,200,0,0.534,0.078
Gen_Data_500_0.7_3_Run5,1201.98,0.0,0,0,5028.854653432165,26610.25750237174,324,0,29469,11058,11216,300,0,200,0,1.386,0.316
Gen_Data_500_0.7_4_Run5,1201.13,0.0,0,0,5011.503420548281,26263.36765355479,233,0,29045,10890,10958,300,0,200,0,1.0,0.136
Gen_Data_500_0.7_5_Run5,1201.14,0.0,0,0,4999.9999999998545,26182.426066803328,283,0,29006,10628,10628,300,0,200,0,0.0,0.0
Gen_Data_500_0.7_6_Run5,1201.14,0.0,0,1,6028.758774662283,25440.239848560446,362,0,28334,10419,10627,300,1,200,0,1.616,0.416
Gen_Data_500_0.7_7_Run5,1201.47,0.0,0,0,5002.500000001703,25339.797610850703,443,0,28334,10704,10716,300,0,200,0,0.181,0.024
Gen_Data_500_0.7_8_Run5,1201.2,0.0,0,0,5006.243644878341,25308.651062922752,703,0,28555,10741,10772,300,0,200,0,0.604,0.062
Gen_Data_500_0.7_9_Run5,1201.48,0.0,0,0,5009.1626409017335,25611.344798363032,337,0,28481,10472,10505,300,0,200,0,0.408,0.066
Gen_Data_500_0.7_10_Run5,1201.96,0.0,0,0,5003.625563911497,25993.665626628466,199,0,28741,11291,11305,300,0,200,0,0.302,0.028
