ScenarioName,TotalCost,nTaxi
Gen_Data_100_1,13977.914521033801,13
Gen_Data_100_2,6055.131265260286,5
Gen_Data_100_3,17989.48048746861,17
Gen_Data_100_4,11004.700157141502,10
Gen_Data_100_5,10007.964724338206,9
Gen_Data_100_6,13950.54991583327,13
Gen_Data_100_7,13983.388377266405,13
Gen_Data_100_8,6999.711137099964,6
Gen_Data_100_9,11983.585062570544,11
Gen_Data_100_10,16975.98068758294,16
