ScenarioName,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean
Gen_Data_20_1,31.955000000000002,3.9074999999999998,0.5,3.75,3950.515941222224,1078.2689650623727,282.0,4.75,1444.25,628.0,493.25,24.0,1.0,8.0,2.75,9.94425
Gen_Data_20_2,22.9975,2.795,0.75,2.75,2938.4537037037035,1084.3033262382412,326.75,11.0,1500.25,660.0,436.25,24.0,0.0,8.0,2.75,8.714
Gen_Data_20_3,29.987499999999997,3.6425,1.0,3.0,3171.3207547169814,1076.4952985078892,290.0,0.0,1452.0,503.0,310.0,24.0,1.0,8.0,2.0,5.0
Gen_Data_20_4,35.6975,4.367500000000001,0.0,3.0,3198.7493275844595,1082.9979088894843,243.5,1.0,1410.25,475.5,423.75,24.0,1.0,8.0,2.0,11.54725
Gen_Data_20_5,35.705,4.364999999999999,0.0,3.5,3684.6933667083854,1181.5251933381292,314.75,0.0,1579.75,564.25,353.25,24.0,1.0,8.0,2.5,7.261999999999999
Gen_Data_20_6,29.77,3.6325,0.0,3.0,3195.3846153846152,1165.5334744844406,335.0,0.0,1586.0,500.0,379.0,24.0,0.0,8.0,3.0,5.714
Gen_Data_20_7,29.3925,3.585,3.25,3.0,3193.4326923076924,1113.483947882103,370.75,2.75,1569.0,497.5,319.75,24.0,2.0,8.0,1.0,4.36375
Gen_Data_20_8,34.4625,4.2225,0.25,2.25,2446.6190981167397,1236.894516776015,296.75,15.75,1626.25,572.5,457.75,24.0,1.0,8.0,1.25,9.725999999999999
Gen_Data_20_9,28.222500000000004,3.4325,0.0,4.0,4160.0,915.7212783020746,483.0,0.0,1479.0,609.0,274.0,24.0,1.0,8.0,3.0,0.0
Gen_Data_20_10,33.13,4.0475,0.0,3.0,3189.043436819172,950.3829164615127,236.0,4.0,1633.75,633.0,373.5,24.0,1.0,8.0,2.0,8.9165
