ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_100_0.7_1_Run5,812.98,8.13,3,38,38686.49809516961,4536.263673930617,1412,0,6279,1478,1667,0,0,100,38,7.018,1.89
Gen_Data_100_0.7_2_Run5,714.6,7.15,1,33,33687.2,4666.586438509843,1361,0,6394,1371,1414,0,0,100,33,1.053,0.43
Gen_Data_100_0.7_3_Run5,772.5,7.73,0,36,36671.333333333336,4504.211387426651,1533,0,6377,1477,1524,0,0,100,36,0.752,0.47
Gen_Data_100_0.7_4_Run5,736.69,7.37,0,34,34692.225640230754,4282.144033654496,1736,12,6375,1463,1584,0,0,100,34,5.138,1.21
Gen_Data_100_0.7_5_Run5,737.35,7.37,0,34,34698.15838509317,4549.746185634287,1501,0,6407,1259,1349,0,0,100,34,2.857,0.9
Gen_Data_100_0.7_6_Run5,734.42,7.34,0,34,34691.881124558146,4973.810434946685,1212,0,6541,1577,1743,0,0,100,34,5.0,1.66
Gen_Data_100_0.7_7_Run5,640.7,6.41,1,28,28769.92344720497,4745.976993283819,1022,0,6153,1312,1419,0,0,100,28,4.269,1.07
Gen_Data_100_0.7_8_Run5,662.53,6.63,1,30,30714.161014510624,4609.559481136012,1373,0,6353,1541,1619,0,0,100,30,3.559,0.78
Gen_Data_100_0.7_9_Run5,818.61,8.19,1,38,38637.142857142855,4670.888022977894,1299,0,6307,1302,1326,0,0,100,38,1.053,0.24
Gen_Data_100_0.7_10_Run5,705.74,7.06,0,32,32694.283913565425,4446.4054203595815,1392,0,6204,1303,1361,0,0,100,32,2.105,0.58
