ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_100_0.7_1_Run5,1200.55,0.0,0,14,14978.357645760185,4683.964411302502,353,27,5469,1948,2506,0,14,100,0,14.478,5.58
Gen_Data_100_0.7_2_Run5,1200.81,0.0,0,5,6098.436969689728,4953.477257794335,338,16,5770,2128,2714,0,5,100,0,11.41,5.86
Gen_Data_100_0.7_3_Run5,1200.82,0.0,0,6,7099.5329809584555,4868.409137708584,270,8,5611,1954,2561,0,6,100,0,15.812,6.07
Gen_Data_100_0.7_4_Run5,1200.55,0.0,0,7,8123.476779650306,4892.990556454632,213,5,5580,2120,2908,0,7,100,0,17.907,7.88
Gen_Data_100_0.7_5_Run5,1200.77,0.0,0,5,5996.174346788668,4605.108122424154,401,27,5490,1872,2067,0,5,100,0,9.511,1.95
Gen_Data_100_0.7_6_Run5,1200.94,0.0,0,5,6053.849567187568,4923.540956834974,223,30,5632,2129,2612,0,5,100,0,12.028,4.83
Gen_Data_100_0.7_7_Run5,1201.02,0.0,0,4,5125.168685972311,4781.50631579358,325,0,5593,1811,2349,0,4,100,0,11.805,5.38
Gen_Data_100_0.7_8_Run5,1200.59,0.0,0,3,4025.209677174442,4979.314862628927,247,14,5718,2053,2354,0,3,100,0,7.905,3.01
Gen_Data_100_0.7_9_Run5,1200.91,0.0,0,5,6056.432248998326,5024.169364696688,316,21,5827,1975,2398,0,5,100,0,11.413,4.23
Gen_Data_100_0.7_10_Run5,1200.96,0.0,0,9,9993.768060602048,4875.882959242829,382,0,5724,1784,2016,0,9,100,0,7.611,2.32
