BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_20_0.7_1,283.354,14.16,0.0,14.0,14060.0,959.6882407666901,530.0,0.0,1529.0,103.0,103.0,0.0,0.0,20.0,14.0,0.0,0.0,446.0,17.0,820.0
Gen_Data_20_0.7_2,262.832,13.138,0.0,13.0,13070.0,1012.4365919798222,501.0,0.0,1558.0,113.0,113.0,0.0,0.0,20.0,13.0,0.0,0.0,544.0,8.0,281.0
Gen_Data_20_0.7_3,224.856,11.234,0.0,11.0,11090.0,1038.9984040510167,467.0,0.0,1561.0,183.0,183.0,0.0,0.0,20.0,11.0,0.0,0.0,549.0,11.0,446.0
Gen_Data_20_0.7_4,287.3759999999999,14.363999999999999,0.0,14.0,14060.0,866.4234331407786,761.0,0.0,1667.0,58.0,58.0,0.0,0.0,20.0,14.0,0.0,0.0,519.0,14.0,607.0
Gen_Data_20_0.7_5,224.908,11.24,0.0,11.0,11090.0,1065.968247520123,481.0,0.0,1601.0,224.0,224.0,0.0,0.0,20.0,11.0,0.0,0.0,552.0,14.0,542.0
Gen_Data_20_0.7_6,244.68200000000002,12.226,0.0,12.0,12080.0,1032.7756714873383,527.0,0.0,1606.0,194.0,194.0,0.0,0.0,20.0,12.0,0.0,0.0,534.0,11.0,532.0
Gen_Data_20_0.7_7,264.554,13.222,0.0,13.0,13070.0,875.7141913752928,472.0,0.0,1391.0,69.0,69.0,0.0,0.0,20.0,13.0,0.0,0.0,474.0,12.0,555.0
Gen_Data_20_0.7_8,267.52799999999996,13.364,0.0,13.0,13070.0,818.7552397195604,606.0,0.0,1473.0,66.0,66.0,0.0,0.0,20.0,13.0,0.0,0.0,509.0,11.0,427.0
Gen_Data_20_0.7_9,307.32800000000003,15.363999999999999,0.0,15.0,15050.0,1000.5841091274158,682.0,0.0,1721.0,52.0,52.0,0.0,0.0,20.0,15.0,0.0,0.0,609.0,14.0,573.0
Gen_Data_20_0.7_10,287.82599999999996,14.386000000000001,0.0,14.0,14060.0,880.7745786572261,450.0,0.0,1368.0,122.0,122.0,0.0,0.0,20.0,14.0,0.0,0.0,441.0,9.0,415.0
