BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_20_0.7_1,244.06600000000003,12.202,0.0,12.0,12080.0,639.3389217666402,844.0,0.0,1529.0,136.0,136.0,0.0,0.0,20.0,12.0,0.0,0.0,137.0,18.0,717.0
Gen_Data_20_0.7_2,205.12599999999998,10.251999999999999,0.0,10.0,10100.0,829.2295729151995,672.0,0.0,1558.0,210.0,210.0,0.0,0.0,20.0,10.0,0.0,0.0,161.0,15.0,514.0
Gen_Data_20_0.7_3,224.776,11.234,0.0,11.0,11090.0,756.6122546064939,753.0,0.0,1561.0,220.0,220.0,0.0,0.0,20.0,11.0,0.0,0.0,169.0,17.0,687.0
Gen_Data_20_0.7_4,207.73600000000002,10.384,0.0,10.0,10100.0,562.1463163505189,1050.0,0.0,1667.0,107.0,107.0,0.0,0.0,20.0,10.0,0.0,0.0,189.0,18.0,670.0
Gen_Data_20_0.7_5,244.27599999999998,12.212,0.0,12.0,12080.0,720.8277090662007,756.0,0.0,1520.0,183.0,183.0,0.0,0.0,20.0,12.0,0.0,0.0,225.0,18.0,693.0
Gen_Data_20_0.7_6,205.14000000000001,10.252,0.0,10.0,10100.0,810.4307059034093,739.0,0.0,1606.0,243.0,243.0,0.0,0.0,20.0,10.0,0.0,0.0,191.0,16.0,584.0
Gen_Data_20_0.7_7,283.396,14.166,0.0,14.0,14060.0,537.4788281721928,819.0,0.0,1391.0,62.0,62.0,0.0,0.0,20.0,14.0,0.0,0.0,64.0,20.0,945.0
Gen_Data_20_0.7_8,248.892,12.442000000000002,0.0,12.0,12080.0,570.316399814571,895.0,0.0,1509.0,113.0,113.0,0.0,0.0,20.0,12.0,0.0,0.0,95.0,19.0,798.0
Gen_Data_20_0.7_9,208.24,10.41,0.0,10.0,10120.0,676.799564494165,904.0,0.0,1638.0,147.0,183.0,0.0,0.0,20.0,10.0,5.0,1.8,185.0,20.0,779.0
Gen_Data_20_0.7_10,267.91999999999996,13.39,0.0,13.0,13070.0,720.756681164126,581.0,0.0,1343.0,162.0,162.0,0.0,0.0,20.0,13.0,0.0,0.0,90.0,18.0,883.0
