ScenarioName,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean
Gen_Data_100_1,858.6700000000001,20.036,6.2,13.4,14369.236801594085,3843.7333961425074,399.6,50.4,4683.0,2782.2,2315.2,100.0,0.4,40.0,13.0,14.565199999999999
Gen_Data_100_2,868.618,20.038,6.4,13.6,14634.976127712274,3821.6139701767256,442.8,47.8,4703.6,2458.0,2273.8,100.0,0.0,40.0,13.6,16.305999999999997
Gen_Data_100_3,865.4720000000001,20.032,7.2,15.2,16202.832720669005,3752.655227990769,618.8,68.6,4799.2,2697.8,2357.0,100.0,0.8,40.0,14.4,18.1466
Gen_Data_100_4,865.0,20.034,4.0,20.0,20916.690615419513,3691.1255214111115,555.6,80.2,4652.2,2443.8,2193.6,100.0,0.0,40.0,20.0,15.136200000000002
Gen_Data_100_5,866.1200000000001,20.036,5.8,13.8,14753.587206227126,3816.750076344727,536.2,47.8,4792.4,2660.0,2161.4,100.0,0.0,40.0,13.8,12.130199999999999
Gen_Data_100_6,870.4939999999999,20.036,5.2,14.6,15607.689978321514,3681.033852224762,628.4,58.4,4741.4,2714.0,2488.0,100.0,0.2,40.0,14.4,21.3418
Gen_Data_100_7,858.216,20.034,7.2,14.0,14987.874111831497,3843.9578447577633,450.8,59.0,4728.4,2706.8,2363.0,100.0,0.0,40.0,14.0,16.369999999999997
Gen_Data_100_8,858.9379999999999,20.038,5.0,15.8,16747.79710709456,3625.1141898299165,612.2,33.8,4667.6,2455.2,2037.8,100.0,0.0,40.0,15.8,13.4192
Gen_Data_100_9,862.7439999999999,20.038,5.8,15.8,16829.216003333644,3792.326769102695,505.4,80.4,4728.2,2756.2,2644.0,100.0,0.0,40.0,15.8,21.247400000000003
Gen_Data_100_10,855.6519999999998,20.034,8.4,11.4,12366.128849683342,3869.225326116308,464.2,40.0,4783.8,2362.4,1899.2,100.0,0.6,40.0,10.8,9.9242
