ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_300_0.7_1_Run2,2383.5,19.86,14,3,6007.669908300232,15604.904121091231,1580,0,18716,5734,5912,180,0,120,3,3.268,0.5933333333333334,3130,50,1638
Gen_Data_300_0.7_2_Run2,2378.87,19.82,9,1,4064.976522028275,16479.65025355598,1429,24,19443,6897,7241,180,0,120,1,5.113,1.1466666666666667,2485,37,1103
Gen_Data_300_0.7_3_Run2,2396.96,19.97,15,1,4175.540623011864,16076.529122331454,1567,57,19181,6778,7622,180,0,120,1,7.746,2.8133333333333335,3082,39,1047
Gen_Data_300_0.7_4_Run2,2364.87,19.71,12,0,3028.1112184282965,16091.894443829779,1385,0,19028,6297,6398,180,0,120,0,1.18,0.33666666666666667,2552,46,1379
Gen_Data_300_0.7_5_Run2,2407.07,20.06,12,6,8997.384032263322,16002.09921800309,1915,3,19411,6326,6601,180,0,120,6,3.358,0.9166666666666666,2918,56,1524
Gen_Data_300_0.7_6_Run2,2397.96,19.98,9,1,4016.8645829009647,16233.477967571334,1454,30,19213,6204,6355,180,0,120,1,2.353,0.5033333333333333,2498,41,1436
Gen_Data_300_0.7_7_Run2,2404.34,20.03,17,6,9086.157663517097,15859.771037182905,1888,41,19256,6841,7524,180,0,120,6,5.765,2.276666666666667,3301,39,988
Gen_Data_300_0.7_8_Run2,2408.64,20.07,21,4,7032.747006766205,16197.564535549458,1482,22,19203,7392,7786,180,0,120,4,5.078,1.3133333333333332,2654,25,705
Gen_Data_300_0.7_9_Run2,2408.49,20.07,12,0,3033.3314064299993,16173.854025410788,1730,3,19454,6723,6872,180,0,120,0,3.326,0.49666666666666665,2887,34,1188
Gen_Data_300_0.7_10_Run2,2391.64,19.93,14,9,11985.05010894603,15727.899398847489,2049,22,19283,6326,6652,180,0,120,9,3.814,1.0866666666666667,3098,38,947
