BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_20_0.7_1,5.93,0.74,0.0,0.0,200.0,1641.4136149177748,400.0,0.0,2150.0,538.0,538.0,12.0,0.0,8.0,0.0,0.0,0.0,477.0,2.0,53.0
Gen_Data_20_0.7_2,44.755,5.594999999999999,0.0,2.0,2180.0,1476.2435831376317,658.0,0.0,2234.0,358.0,358.0,12.0,0.0,8.0,2.0,0.0,0.0,544.0,4.0,129.0
Gen_Data_20_0.7_3,5.935,0.74,0.0,2.0,2180.0,1319.6238935498693,460.0,0.0,1878.0,290.0,290.0,12.0,2.0,8.0,0.0,0.0,0.0,481.0,2.0,82.0
Gen_Data_20_0.7_4,43.7175,5.4624999999999995,0.0,2.0,2187.0175438596493,1533.5092439361308,663.5,8.0,2299.0,415.0,455.0,12.0,0.0,8.0,2.0,2.857,2.0,454.5,0.0,0.0
Gen_Data_20_0.7_5,25.480000000000004,3.1825,0.0,1.0,1190.0,1524.6180885794076,385.5,0.0,2015.0,428.0,428.0,12.0,0.0,8.0,1.0,0.0,0.0,347.0,3.0,70.0
Gen_Data_20_0.7_6,5.0024999999999995,0.6224999999999999,0.0,1.0,1190.0,1673.4384046821651,432.0,0.0,2212.0,405.0,405.0,12.0,1.0,8.0,0.0,0.0,0.0,553.0,3.0,93.0
Gen_Data_20_0.7_7,44.695,5.585000000000001,0.0,2.0,2180.0,1498.0852120300824,390.0,0.0,1989.0,208.0,208.0,12.0,0.0,8.0,2.0,0.0,0.0,568.0,2.0,94.0
Gen_Data_20_0.7_8,6.905,0.8625,0.0,0.0,200.0,1585.0797329583268,360.0,0.0,2051.0,369.0,369.0,12.0,0.0,8.0,0.0,0.0,0.0,434.0,6.0,232.0
Gen_Data_20_0.7_9,25.857499999999998,3.2325,0.0,1.0,1203.125,1404.4347238960377,389.25,0.0,1899.25,354.0,417.0,12.0,0.0,8.0,1.0,3.571,3.15,391.5,2.5,111.25
Gen_Data_20_0.7_10,5.93,0.74,0.0,0.0,211.7669172932331,1539.6976214930314,251.0,0.0,1900.0,362.0,381.0,12.0,0.0,8.0,0.0,2.857,0.95,450.0,1.0,19.0
