BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_20_0.7_1,5.928,0.74,0.0,0.0,200.0,1443.8437419982502,627.0,0.0,2175.0,538.0,538.0,12.0,0.0,8.0,0.0,0.0,0.0,218.0,3.0,108.0
Gen_Data_20_0.7_2,44.424,5.5520000000000005,0.0,2.0,2180.0,1101.849731341704,965.0,0.0,2162.0,358.0,358.0,12.0,0.0,8.0,2.0,0.0,0.0,185.0,4.0,84.0
Gen_Data_20_0.7_3,5.198,0.65,0.0,2.0,2180.0,1333.560418728712,480.0,0.0,1907.0,290.0,290.0,12.0,2.0,8.0,0.0,0.0,0.0,197.0,2.0,110.0
Gen_Data_20_0.7_4,43.286,5.412,0.0,2.0,2187.0175438596493,1265.3792448611953,953.0,8.0,2314.0,415.0,455.0,12.0,0.0,8.0,2.0,2.857,2.0,117.0,1.0,18.0
Gen_Data_20_0.7_5,24.984,3.1220000000000003,0.0,1.0,1190.0,1356.5971081666742,537.2,0.0,1995.6,428.0,428.0,12.0,0.0,8.0,1.0,0.0,0.0,113.2,3.0,135.0
Gen_Data_20_0.7_6,4.372000000000001,0.546,0.0,1.0,1190.0,1471.3339810212015,626.0,0.0,2197.0,405.0,405.0,12.0,1.0,8.0,0.0,0.0,0.0,163.0,3.0,62.0
Gen_Data_20_0.7_7,44.846000000000004,5.601999999999999,0.0,2.0,2180.0,1094.439066888239,796.0,0.0,1989.0,208.0,208.0,12.0,0.0,8.0,2.0,0.0,0.0,271.0,1.0,54.0
Gen_Data_20_0.7_8,6.465999999999999,0.8059999999999998,0.0,0.0,200.0,1443.5125304476937,503.0,0.0,2051.0,369.0,369.0,12.0,0.0,8.0,0.0,0.0,0.0,244.0,6.0,232.0
Gen_Data_20_0.7_9,25.066000000000003,3.1339999999999995,0.0,1.0,1203.125,1282.98536571605,513.8,0.0,1897.2,354.0,417.0,12.0,0.0,8.0,1.0,3.571,3.15,183.4,3.0,104.6
Gen_Data_20_0.7_10,5.616,0.7,0.0,0.0,211.76691729323312,1349.7322683680206,443.0,0.0,1900.0,362.0,381.0,12.0,0.0,8.0,0.0,2.857,0.95,137.0,1.0,5.0
