ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_100_0.7_1_Run4,339.87,8.5,9,5,5978.55252606255,5139.0233723180145,443,23,6075,2022,2168,60,0,40,5,2.831,1.46
Gen_Data_100_0.7_2_Run4,389.56,9.74,9,1,2061.7055079668435,4880.272898551566,784,3,6172,1997,2326,60,0,40,1,8.565,3.29
Gen_Data_100_0.7_3_Run4,372.54,9.31,9,4,4983.794385549906,5165.750336621358,561,5,6223,2062,2169,60,0,40,4,4.151,1.07
Gen_Data_100_0.7_4_Run4,471.05,11.78,12,8,9016.231092185875,4732.248457363153,540,13,5742,1929,2329,60,0,40,8,10.761,4.0
Gen_Data_100_0.7_5_Run4,383.79,9.59,14,2,3082.6523269534664,5108.329422692111,484,17,6094,2161,2521,60,0,40,2,8.757,3.6
Gen_Data_100_0.7_6_Run4,369.71,9.24,14,3,4045.9549094680865,5013.131991613432,630,13,6141,2199,2563,60,0,40,3,12.121,3.64
Gen_Data_100_0.7_7_Run4,341.88,8.55,15,5,6031.935052076696,4784.954198784615,627,13,5897,2042,2420,60,0,40,5,12.026,3.78
Gen_Data_100_0.7_8_Run4,443.98,11.1,17,1,2032.160454870207,4567.252500257599,725,57,5801,1893,2098,60,0,40,1,4.752,2.05
Gen_Data_100_0.7_9_Run4,378.62,9.47,13,4,5022.382670076397,5139.154388291335,634,27,6265,2239,2583,60,0,40,4,7.562,3.44
Gen_Data_100_0.7_10_Run4,302.96,7.57,6,0,1045.4041515038912,4988.141408188964,586,0,6091,1887,2078,60,0,40,0,5.344,1.91
