ScenarioName,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean
Gen_Data_20_1,18.082,2.18,2.0,4.0,4185.254901960784,1135.9806509607959,67.0,0.0,1284.0,333.0,413.0,12.0,1.0,8.0,3.0,4.444
Gen_Data_20_2,7.9239999999999995,0.916,1.0,2.0,2198.245614035088,1343.5030756065075,114.0,0.0,1554.0,365.0,425.0,12.0,0.0,8.0,2.0,4.444
Gen_Data_20_3,12.072,1.42,1.0,4.0,4160.0,1112.7133551051174,154.0,0.0,1348.0,250.0,250.0,12.0,1.0,8.0,3.0,0.0
Gen_Data_20_4,13.8,1.64,1.0,4.0,4171.219512195122,1006.3728383688347,210.0,0.0,1296.0,246.0,292.0,12.0,1.0,8.0,3.0,4.0
Gen_Data_20_5,13.296000000000001,1.582,2.0,3.0,3170.0,1206.8316464383356,91.0,0.0,1385.0,312.0,312.0,12.0,1.0,8.0,2.0,0.0
Gen_Data_20_6,10.388,1.214,1.0,4.0,4160.0,1198.797121690673,229.0,0.0,1509.0,267.0,267.0,12.0,0.0,8.0,4.0,0.0
Gen_Data_20_7,17.131999999999998,2.0700000000000003,2.0,4.0,4160.0,1071.489468316427,115.0,0.0,1267.0,237.0,237.0,12.0,2.0,8.0,2.0,0.0
Gen_Data_20_8,18.576,2.234,1.0,2.0,2193.125,1348.203389862245,114.0,0.0,1557.0,393.0,456.0,12.0,1.0,8.0,1.0,8.0
Gen_Data_20_9,9.831999999999999,1.15,1.0,4.0,4160.0,1077.518088919341,132.0,0.0,1290.0,274.0,274.0,12.0,1.0,8.0,3.0,0.0
Gen_Data_20_10,15.094,1.812,0.0,3.0,3175.3125,975.1169731114749,217.0,0.0,1640.0,285.0,302.0,12.0,1.0,8.0,2.0,3.3329999999999997
