ScenarioName,TotalCost_mean,nTaxi_mean
Gen_Data_300_1,5641.03297751503,2.6
Gen_Data_300_2,4875.041600207229,1.8
Gen_Data_300_3,3770.043977468014,0.6
Gen_Data_300_4,4040.4545810159275,1.0
Gen_Data_300_5,3067.5969301346186,0.0
Gen_Data_300_6,3105.570751785021,0.0
Gen_Data_300_7,4075.354106446671,1.0
Gen_Data_300_8,4056.3201570880547,1.0
Gen_Data_300_9,4293.937944130048,1.2
Gen_Data_300_10,3928.8822928440322,0.8
