ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_500_0.7_1_Run1,3133.38,6.27,17,50,54583.92391224681,23352.26107718295,4843,1,30576,9424,9751,0,0,500,50,2.815,0.654
Gen_Data_500_0.7_2_Run1,3331.37,6.66,10,62,66507.02602273024,23688.241480620043,4923,0,30940,9711,10117,0,0,500,62,3.096,0.812
Gen_Data_500_0.7_3_Run1,3099.99,6.2,15,45,49686.77501420497,22792.13643403814,5863,0,31057,9414,9964,0,0,500,45,3.712,1.1
Gen_Data_500_0.7_4_Run1,3154.97,6.31,20,50,54696.49649066654,24284.528880616082,4319,0,30999,9581,10230,0,0,500,50,3.916,1.298
Gen_Data_500_0.7_5_Run1,3031.89,6.06,18,32,36775.286808100966,22977.644080117763,5424,1,30867,9545,9838,0,0,500,32,2.34,0.586
Gen_Data_500_0.7_6_Run1,3245.74,6.49,15,49,53661.93748252334,23180.46273091355,5000,10,30553,9265,9732,0,0,500,49,3.74,0.934
Gen_Data_500_0.7_7_Run1,3140.02,6.28,17,46,50706.65071401065,23762.799886557845,4737,1,30892,9812,10374,0,0,500,46,3.418,1.124
Gen_Data_500_0.7_8_Run1,3242.46,6.48,22,56,60554.97761516518,23380.88791832239,4948,5,30682,9986,10365,0,0,500,56,3.011,0.758
Gen_Data_500_0.7_9_Run1,3320.1,6.64,18,61,65469.44317642417,23175.971856415035,5281,0,30782,9126,9404,0,0,500,61,1.706,0.556
Gen_Data_500_0.7_10_Run1,3230.07,6.46,21,41,45782.75745589796,23608.856016343674,4856,0,30891,9874,10472,0,0,500,41,4.524,1.196
