ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_500_0.7_1_Run1,3388.33,6.78,19,70,74467.60840725669,24575.57352413149,3794,4,30663,9021,9674,0,0,500,70,4.927,1.306
Gen_Data_500_0.7_2_Run1,3887.05,7.77,18,96,100312.65060108637,25710.715606434565,3131,3,30991,8866,9768,0,0,500,96,6.867,1.804
Gen_Data_500_0.7_3_Run1,3214.67,6.43,27,55,59646.9121449667,25123.69495506517,3596,0,31092,9176,9769,0,0,500,55,4.401,1.186
Gen_Data_500_0.7_4_Run1,3515.47,7.03,30,70,74451.98103963913,25197.174910873564,3462,0,30954,9079,9573,0,0,500,70,3.028,0.988
Gen_Data_500_0.7_5_Run1,3627.42,7.25,36,60,64653.72993412555,25222.86311616442,3455,0,31037,9122,10052,0,0,500,60,5.991,1.86
Gen_Data_500_0.7_6_Run1,3444.24,6.89,43,57,61637.45446328865,24929.727412271815,3596,4,30880,9338,10029,0,0,500,57,5.326,1.382
Gen_Data_500_0.7_7_Run1,3781.29,7.56,20,84,88365.33600886511,25087.568016781042,3635,0,30944,8787,9497,0,0,500,84,4.266,1.42
Gen_Data_500_0.7_8_Run1,3707.99,7.42,25,81,85294.82486196395,25378.180403726456,3316,0,30947,9332,9711,0,0,500,81,2.765,0.758
Gen_Data_500_0.7_9_Run1,3723.91,7.45,17,87,91423.88079719998,24856.655552915206,4051,8,31113,8589,9485,0,0,500,87,5.029,1.792
Gen_Data_500_0.7_10_Run1,3692.48,7.38,25,75,79429.48411309574,25534.067629753426,3476,2,31286,9301,9899,0,0,500,75,4.019,1.196
