ScenarioName,TotalCost_mean,nTaxi_mean
Gen_Data_500_1,16114.221137899644,10.4
Gen_Data_500_2,16882.202355508285,11.2
Gen_Data_500_3,8951.098347192015,3.4
Gen_Data_500_4,15975.858495120638,10.4
Gen_Data_500_5,17173.217308390398,11.4
Gen_Data_500_6,24343.55105360239,18.8
Gen_Data_500_7,18417.24411053575,13.0
Gen_Data_500_8,13731.559044661466,8.2
Gen_Data_500_9,22265.07233629985,16.6
Gen_Data_500_10,17228.912438821262,11.4
