ScenarioName,TotalCost,nTaxi
Gen_Data_300_1,12369.635696610065,9
Gen_Data_300_2,16189.790745349075,13
Gen_Data_300_3,23297.737244871998,20
Gen_Data_300_4,19203.867435326523,16
Gen_Data_300_5,14387.543986694349,11
Gen_Data_300_6,11482.817709592924,8
Gen_Data_300_7,14271.766502441744,11
Gen_Data_300_8,16338.491318111548,13
Gen_Data_300_9,10142.930416120831,7
Gen_Data_300_10,17112.52915934361,14
