ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_300_0.7_1_Run5,1900.1,6.33,11,62,64542.916850380294,12589.97327503343,4384,0,18249,5157,5578,0,0,300,62,5.166,1.4033333333333333,3381,292,6093
Gen_Data_300_0.7_2_Run5,1830.42,6.1,12,58,60455.15431130676,13095.55111128676,4179,0,18566,5008,5147,0,0,300,58,2.606,0.4633333333333333,3998,296,5516
Gen_Data_300_0.7_3_Run5,1683.73,5.61,13,39,41760.03684419081,13034.280378140866,4494,0,18909,5685,6112,0,0,300,39,5.257,1.4233333333333333,3412,298,5259
Gen_Data_300_0.7_4_Run5,1765.31,5.88,12,55,57569.26165895009,13147.388880568718,4481,13,18957,5217,5576,0,0,300,55,3.536,1.1966666666666668,4033,298,5328
Gen_Data_300_0.7_5_Run5,1944.4,6.48,10,57,59525.58433491903,12682.213150378411,4933,0,18913,5236,5515,0,0,300,57,3.497,0.93,2991,300,6219
Gen_Data_300_0.7_6_Run5,1870.35,6.23,7,53,55616.926244954855,13098.458543664196,4370,11,18792,5584,6089,0,0,300,53,4.605,1.6833333333333333,3108,298,5401
Gen_Data_300_0.7_7_Run5,1720.19,5.73,8,53,55562.34136005256,13651.939556549594,3715,1,18690,5480,5711,0,0,300,53,3.379,0.77,3528,300,5208
Gen_Data_300_0.7_8_Run5,1750.23,5.83,11,53,55612.987907510345,13245.409763559635,3808,4,18376,5763,6228,0,0,300,53,5.145,1.55,3151,296,5348
Gen_Data_300_0.7_9_Run5,1683.98,5.61,5,49,51587.30861238715,12631.052988224556,4714,0,18686,4769,5056,0,0,300,49,3.63,0.9566666666666667,3528,299,5363
Gen_Data_300_0.7_10_Run5,1729.09,5.76,3,52,54551.8781768694,13391.297315356544,4599,11,19321,5574,5814,0,0,300,52,3.065,0.8,3277,298,5093
