ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_100_0.5_1_Run3,476.52,11.91,13,13,13926.709853582159,4083.93631781567,391,2,4926,1864,2100,60,0,40,13,10.381,2.36,652,12,469
Gen_Data_100_0.5_2_Run3,522.7,13.06,17,14,15039.67539850068,4061.6169551804937,375,0,4878,1676,2318,60,0,40,14,17.376,6.42,516,13,361
Gen_Data_100_0.5_3_Run3,527.8,13.19,8,18,18892.96022788377,4026.0741106748815,443,1,4890,1685,1912,60,0,40,18,9.325,2.27,459,13,536
Gen_Data_100_0.5_4_Run3,584.19,14.6,6,24,24817.70388294526,4032.1393110442236,274,10,4696,1635,1833,60,0,40,24,3.997,1.98,213,10,338
Gen_Data_100_0.5_5_Run3,477.08,11.92,13,14,14980.747163488082,4059.7154800806215,270,0,4775,1855,2260,60,0,40,14,13.77,4.05,384,6,190
Gen_Data_100_0.5_6_Run3,524.9,13.11,5,20,20891.337875959685,3919.5505507557455,502,17,4831,1788,2237,60,0,40,20,14.782,4.49,342,4,158
Gen_Data_100_0.5_7_Run3,432.65,10.81,11,13,13961.401899480603,4075.1358619810826,352,3,4871,1946,2410,60,0,40,13,11.943,4.64,287,13,337
Gen_Data_100_0.5_8_Run3,442.52,11.06,13,12,12934.281139289347,3960.964953526329,247,0,4663,1686,1959,60,0,40,12,7.464,2.73,441,13,519
Gen_Data_100_0.5_9_Run3,527.69,13.19,9,17,17945.69080236167,4097.3664526161465,296,0,4826,1883,2485,60,0,40,17,15.675,6.02,265,15,377
Gen_Data_100_0.5_10_Run3,411.32,10.27,13,11,11932.639993391003,4075.855080646322,393,2,4923,1600,1809,60,0,40,11,7.313,2.09,363,8,201
