BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean
Gen_Data_100_0.7_1,6002.163333333333,60.02,0.0,39.0,39624.420634920636,4003.787036746608,1776.0,0.0,6116.0,1468.0,1492.0,0.0,0.0,100.0,39.0,1.7540000000000002
Gen_Data_100_0.7_2,6002.25,60.02,1.0,29.0,29710.0,4365.97822848769,1672.0,0.0,6435.0,1613.0,1613.0,0.0,0.0,100.0,29.0,0.0
Gen_Data_100_0.7_3,6002.153333333333,60.02,2.0,32.0,32693.3658008658,4130.322994083217,1704.0,0.0,6206.0,1432.0,1476.0,0.0,0.0,100.0,32.0,1.93
Gen_Data_100_0.7_4,6002.576666666667,60.02666666666667,1.0,28.0,28726.262626262625,4229.256735252263,1852.0,0.0,6472.0,1683.0,1713.0,0.0,0.0,100.0,28.0,2.807
Gen_Data_100_0.7_5,6002.186666666667,60.02,2.0,26.0,26769.898550724636,4223.75299002709,1711.0,0.0,6338.0,1378.0,1440.0,0.0,0.0,100.0,26.0,1.535
Gen_Data_100_0.7_6,6002.116666666666,60.02,2.0,34.333333333333336,35025.740851332994,4532.695756654804,1624.6666666666667,0.0,6519.666666666667,1533.6666666666667,1636.3333333333333,0.0,0.0,100.0,34.333333333333336,2.6316666666666664
Gen_Data_100_0.7_7,6002.563333333333,60.02333333333334,2.0,24.0,24798.51428571429,4063.9282685560956,1764.0,0.0,6248.0,1436.0,1518.0,0.0,0.0,100.0,24.0,3.8220000000000005
Gen_Data_100_0.7_8,6002.099999999999,60.02,0.0,29.666666666666668,30383.674752920037,4182.728940846217,1829.3333333333333,0.0,6392.666666666667,1437.0,1472.3333333333333,0.0,0.0,100.0,29.666666666666668,2.017333333333333
Gen_Data_100_0.7_9,6002.37,60.02333333333333,0.0,24.0,24793.8,4620.300570321882,1378.0,0.0,6423.0,1549.0,1605.0,0.0,0.0,100.0,24.0,1.93
Gen_Data_100_0.7_10,6002.43,60.02333333333333,0.0,29.0,29722.00613578765,4440.953882728259,1642.0,0.0,6477.0,1351.0,1401.0,0.0,0.0,100.0,29.0,1.93
