ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_300_0.7_1_Run2,1813.61,6.04,7,54,56611.67918583185,13000.549906368811,4328,0,18639,5377,5815,0,0,300,54,5.307,1.46,3103,296,6015
Gen_Data_300_0.7_2_Run2,1900.73,6.34,15,62,64446.05774226747,13292.760715822624,3741,25,18297,5157,5373,0,0,300,62,3.899,0.72,3634,299,5887
Gen_Data_300_0.7_3_Run2,1946.67,6.49,11,41,43713.90125612296,13387.957328715947,4179,0,18943,5658,6050,0,0,300,41,4.508,1.3066666666666666,3645,297,5099
Gen_Data_300_0.7_4_Run2,1767.51,5.89,9,55,57557.10942926104,13014.435453166061,4411,0,18751,5238,5570,0,0,300,55,2.605,1.1066666666666667,3721,299,5240
Gen_Data_300_0.7_5_Run2,1865.43,6.22,17,61,63450.44866849152,12997.297110195115,4362,15,18641,5215,5410,0,0,300,61,2.266,0.65,3262,297,6233
Gen_Data_300_0.7_6_Run2,1762.58,5.87,5,53,55647.57966057269,13229.06103853833,4132,2,18690,5549,6115,0,0,300,53,5.923,1.8866666666666667,3255,300,5430
Gen_Data_300_0.7_7_Run2,1877.37,6.26,10,58,60548.708775246065,13466.114246285317,3798,1,18568,5367,5741,0,0,300,58,4.781,1.2466666666666666,3426,300,5296
Gen_Data_300_0.7_8_Run2,1839.21,6.13,10,59,61516.021972919734,13087.827729121447,3983,0,18379,5453,5735,0,0,300,59,3.246,0.94,3479,294,5033
Gen_Data_300_0.7_9_Run2,1946.26,6.49,7,41,43727.107409213255,13117.158261202872,4477,0,18987,5014,5493,0,0,300,41,5.41,1.5966666666666667,3722,300,5490
Gen_Data_300_0.7_10_Run2,1820.65,6.07,8,59,61491.96407717898,13511.293286531849,4219,9,19028,5586,5835,0,0,300,59,3.229,0.83,3488,300,5300
