ScenarioName,TotalCost_mean,nTaxi_mean
Gen_Data_500_1,5022.097986306634,0.0
Gen_Data_500_2,5047.271258451822,0.0
Gen_Data_500_3,5012.3590280792005,0.0
Gen_Data_500_4,5032.663567670618,0.0
Gen_Data_500_5,5081.679192802553,0.0
Gen_Data_500_6,5527.668835706159,0.4
Gen_Data_500_7,5059.834695356674,0.0
Gen_Data_500_8,5024.783380967775,0.0
Gen_Data_500_9,6077.562576471328,1.0
Gen_Data_500_10,5051.473995576268,0.0
