ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_500_0.7_1_Run4,4444.63,8.89,30,94,98294.18938595628,23877.68439895652,6338,17,32400,8111,8932,0,0,500,94,6.222,1.642,11670,449,10415
Gen_Data_500_0.7_2_Run4,4736.76,9.47,35,108,112214.17105963193,24349.523686043827,5931,38,32400,8424,9376,0,0,500,108,6.696,1.904,11987,444,11983
Gen_Data_500_0.7_3_Run4,4538.25,9.07,24,94,98284.66356868275,23993.73307934736,6199,24,32400,8335,8995,0,0,500,94,5.176,1.32,11272,458,11706
Gen_Data_500_0.7_4_Run4,4714.39,9.43,29,114,118124.94700422854,24324.679049631573,5982,28,32400,7937,8712,0,0,500,114,5.523,1.55,12855,464,11426
Gen_Data_500_0.7_5_Run4,4468.96,8.94,40,78,82524.20858153822,24093.95687844917,6040,0,32400,8582,9400,0,0,500,78,7.094,1.636,11408,478,12081
Gen_Data_500_0.7_6_Run4,4535.2,9.07,26,90,94399.5830673439,23903.884268883012,6293,63,32400,8314,9188,0,0,500,90,5.717,1.748,11140,455,11113
Gen_Data_500_0.7_7_Run4,4656.27,9.31,46,94,98320.63812091906,24952.573689293473,5244,13,32400,8377,9162,0,0,500,94,6.653,1.57,12100,430,12602
Gen_Data_500_0.7_8_Run4,4602.96,9.2,32,98,102464.14570215387,25087.13675906974,5143,29,32400,8856,10067,0,0,500,98,7.696,2.422,11605,454,12568
Gen_Data_500_0.7_9_Run4,4721.95,9.44,30,112,116207.40470011345,24049.408002657867,6247,14,32400,8118,9200,0,0,500,112,7.166,2.164,11820,479,12079
Gen_Data_500_0.7_10_Run4,4550.45,9.1,19,84,88455.51007721193,24341.741692161424,5794,0,32394,8822,9690,0,0,500,84,6.813,1.736,10868,455,11839
