BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_300_0.7_1,2380.314,19.834000000000003,15.6,3.2,6223.263542573366,15777.333711094145,1705.4,4.6,19004.0,5751.6,5983.8,180.0,0.0,120.0,3.2,2.7721999999999998,0.774,3031.4,47.6,1443.4
Gen_Data_300_0.7_2,2384.8579999999997,19.869999999999997,9.8,1.8,4840.015714652543,16305.44753417304,1464.8,13.8,19296.8,6885.6,7168.2,180.0,0.0,120.0,1.8,4.184400000000001,0.942,2583.8,37.2,1058.0
Gen_Data_300_0.7_3,2395.03,19.956000000000003,13.4,3.4,6513.836993048266,15940.150225215159,1728.6,44.8,19202.6,6681.2,7361.8,180.0,0.0,120.0,3.4,6.831,2.268666666666667,2849.6,39.8,1122.2
Gen_Data_300_0.7_4,2370.18,19.75,14.8,0.2,3238.3505864906597,16120.34915782486,1630.8,8.8,19298.6,6294.0,6468.2,180.0,0.0,120.0,0.2,1.9882000000000002,0.5806666666666667,2988.4,47.8,1439.4
Gen_Data_300_0.7_5,2406.3120000000004,20.05,15.6,5.2,8222.034751457813,15874.588572096187,2053.4,23.6,19437.0,6392.8,6762.8,180.0,0.0,120.0,5.2,3.9504000000000006,1.2333333333333334,3025.6,48.2,1413.0
Gen_Data_300_0.7_6,2396.692,19.972,9.2,1.2,4216.861246268452,16108.73416441486,1689.2,28.6,19323.6,6194.6,6353.4,180.0,0.0,120.0,1.2,2.2306,0.5293333333333333,3014.8,47.0,1469.2
Gen_Data_300_0.7_7,2407.636,20.060000000000002,15.6,9.2,12217.206706546956,16182.163400045398,1540.8,16.4,19220.8,6775.2,7291.0,180.0,0.0,120.0,9.2,5.0112000000000005,1.7193333333333336,2828.2,43.4,1074.6
Gen_Data_300_0.7_8,2406.884,20.053999999999995,15.0,2.2,5258.692260998463,16286.992323919378,1483.4,24.6,19305.0,7416.0,7814.2,180.0,0.0,120.0,2.2,5.3144,1.3273333333333333,2536.4,27.0,871.6
Gen_Data_300_0.7_9,2406.6140000000005,20.052,10.6,0.8,3836.8200240319784,16189.874701594115,1644.6,2.6,19379.2,6717.6,6940.0,180.0,0.0,120.0,0.8,3.6292,0.7413333333333332,2896.0,32.4,957.4
Gen_Data_300_0.7_10,2391.676,19.93,14.4,7.2,10229.727529905742,15875.95569361898,1602.8,20.4,18988.4,6341.6,6794.2,180.0,0.0,120.0,7.2,4.745399999999999,1.5086666666666668,3037.6,37.6,915.8
