BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_300_0.7_1,2377.0860000000002,19.806,14.2,2.2,5240.3662445769805,15422.255632449442,2104.4,7.4,19051.6,5782.8,6051.4,180.0,0.0,120.0,2.2,3.6092,0.8953333333333333,1948.6,50.2,1473.6
Gen_Data_300_0.7_2,2382.932,19.856,11.4,1.2,4257.237751314162,15930.973368606623,1918.6,13.8,19380.6,6888.8,7209.8,180.0,0.0,120.0,1.2,4.4796,1.07,1950.6,39.6,1091.2
Gen_Data_300_0.7_3,2393.286,19.942,10.6,2.8,5893.712574622472,15499.849886811155,2116.2,30.6,19145.6,6691.4,7237.4,180.0,0.0,120.0,2.8,6.524199999999999,1.8199999999999998,1720.4,50.8,1250.2
Gen_Data_300_0.7_4,2368.6,19.736,11.0,0.2,3248.5882573626795,15398.170588882169,2222.2,10.4,19169.8,6294.0,6534.6,180.0,0.0,120.0,0.2,2.6738000000000004,0.8019999999999999,1896.6,53.6,1572.6
Gen_Data_300_0.7_5,2406.505,20.052500000000002,15.5,3.0,6057.915900869751,15664.981035532961,2127.0,19.0,19308.5,6431.0,6861.75,180.0,0.0,120.0,3.0,3.85325,1.4358333333333333,2200.0,50.0,1275.0
Gen_Data_300_0.7_6,2398.21,19.986,9.4,1.0,4023.2420158112895,15483.42603375822,2288.2,4.6,19298.6,6204.0,6370.6,180.0,0.0,120.0,1.0,2.4192,0.5553333333333332,1780.2,49.8,1200.6
Gen_Data_300_0.7_7,2406.166,20.05,15.0,7.0,10052.566565611889,15874.82884114226,1792.4,21.4,19180.8,6849.0,7427.4,180.0,0.0,120.0,7.0,5.7406,1.9280000000000002,1828.8,46.0,1103.0
Gen_Data_300_0.7_8,2407.5099999999998,20.064,13.2,1.4,4499.579096254993,15905.318236168581,1882.0,18.2,19324.6,7459.0,8027.6,180.0,0.0,120.0,1.4,6.4796,1.8953333333333333,1682.6,32.2,899.4
Gen_Data_300_0.7_9,2404.77,20.038,10.4,0.8,3840.1689135260667,15523.67613850824,2245.4,3.6,19314.6,6698.0,6936.8,180.0,0.0,120.0,0.8,4.453200000000001,0.796,1913.2,32.6,882.2
Gen_Data_300_0.7_10,2394.6099999999997,19.954,16.0,5.4,8454.160124542565,15481.758273376769,1853.0,10.6,18850.8,6403.2,6895.6,180.0,0.0,120.0,5.4,5.5622,1.6413333333333333,2252.2,38.0,756.2
