BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_300_0.7_1,2376.1800000000003,19.803999999999995,16.6,1.4,4428.831467019231,15230.295435513483,1797.6,3.2,18540.8,5801.2,5994.8,180.0,0.0,120.0,1.4,2.45,0.6453333333333333,2454.4,31.0,1203.2
Gen_Data_300_0.7_2,2381.9339999999997,19.852,12.8,0.6,3646.1546356538593,15701.215530279438,1490.2,11.6,18707.0,6913.8,7162.8,180.0,0.0,120.0,0.6,4.0408,0.8300000000000001,2159.8,17.4,673.8
Gen_Data_300_0.7_3,2393.166,19.944,14.8,1.6,4729.705290846537,15373.521583173972,1625.0,34.4,18516.6,6756.0,7416.6,180.0,0.0,120.0,1.6,7.025799999999999,2.202,1973.8,14.6,522.6
Gen_Data_300_0.7_4,2364.732,19.708,12.8,0.0,3035.123642583465,15303.982010346368,1992.0,8.6,18822.0,6297.0,6457.8,180.0,0.0,120.0,0.0,2.1336000000000004,0.5359999999999999,2414.0,21.6,800.8
Gen_Data_300_0.7_5,2403.1040000000003,20.023999999999997,17.0,1.8,4855.92834347722,15485.97689580156,1281.8,14.6,18273.4,6484.4,6841.0,180.0,0.0,120.0,1.8,4.0118,1.1886666666666665,1754.2,36.0,1554.4
Gen_Data_300_0.7_6,2397.33,19.978,11.6,1.0,4024.1700153952393,15274.114607347767,1033.8,17.6,17821.8,6204.0,6386.0,180.0,0.0,120.0,1.0,2.5762,0.6066666666666667,1676.6,22.2,898.8
Gen_Data_300_0.7_7,2404.6820000000002,20.04,18.2,1.6,4688.6357630665025,15683.991456787528,1161.8,20.4,18368.0,6965.2,7506.2,180.0,0.0,120.0,1.6,5.695,1.8033333333333332,1620.0,17.4,699.2
Gen_Data_300_0.7_8,2407.732,20.064,15.0,0.0,3090.2279165971145,15570.92142769547,1097.0,30.8,18197.8,7495.0,7977.4,180.0,0.0,120.0,0.0,5.5976,1.6079999999999999,1214.6,11.0,571.4
Gen_Data_300_0.7_9,2400.132,20.002,11.8,0.0,3050.566419326561,15296.11565442842,1274.8,6.4,18107.6,6723.0,6982.0,180.0,0.0,120.0,0.0,3.9433999999999996,0.8633333333333333,1619.4,11.4,412.6
Gen_Data_300_0.7_10,2391.5179999999996,19.93,20.2,4.0,7065.380798609595,15213.500032727281,1518.2,13.2,18242.0,6461.0,6926.4,180.0,0.0,120.0,4.0,5.0564,1.5513333333333335,1698.2,16.6,585.4
