ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_100_0.7_1_Run1,1166.39,11.66,1,56,56483.46472695661,4339.75986656602,1617,0,6219,989,1087,0,0,100,56,3.07,0.98,2250,67,2077
Gen_Data_100_0.7_2_Run1,1040.43,10.4,0,49,49529.74358974359,4291.246770323948,1887,0,6488,1005,1090,0,0,100,49,2.807,0.85,2272,87,2671
Gen_Data_100_0.7_3_Run1,950.65,9.5,5,44,44560.0,4536.495639516146,1493,0,6346,1179,1179,0,0,100,44,0.0,0.0,2367,68,2066
Gen_Data_100_0.7_4_Run1,1070.71,10.71,2,51,51527.528903903905,4420.659183608848,1793,0,6501,976,1100,0,0,100,51,6.754,1.24,2447,74,2416
Gen_Data_100_0.7_5_Run1,1122.33,11.22,0,53,53488.5,4592.371913919781,1634,0,6508,958,995,0,0,100,53,1.316,0.37,2497,76,2719
Gen_Data_100_0.7_6_Run1,1112.38,11.12,1,53,53482.547575049684,4679.165419937321,1558,0,6518,1125,1184,0,0,100,53,3.509,0.59,2394,74,2509
Gen_Data_100_0.7_7_Run1,1070.0,10.7,0,51,51516.030303030304,4313.060945820341,1777,0,6379,875,948,0,0,100,51,2.068,0.73,2308,75,2699
Gen_Data_100_0.7_8_Run1,1016.26,10.16,1,48,48599.19682366491,4519.328498111163,1653,0,6478,1141,1277,0,0,100,48,5.029,1.36,2275,84,2675
Gen_Data_100_0.7_9_Run1,1058.82,10.59,1,50,50551.16363352339,4515.791293006303,1674,0,6484,927,1071,0,0,100,50,5.188,1.44,2341,61,1750
Gen_Data_100_0.7_10_Run1,1134.62,11.34,0,54,54460.0,4247.115016362399,1990,0,6521,751,751,0,0,100,54,0.0,0.0,2544,83,2644
