DataSize,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing
20,5.14,0.643,1.3,2.0,2181.217391304348,1075.910431325578,943.6,0.0,2256.8,227.6,233.2,12.0,0.2,8.0,1.8,0.3125
100,360.046,8.998999999999999,4.6,1.2,2195.1919678603467,4934.111034269529,4605.8,0.0,10048.0,1230.5,1256.0,60.0,0.0,40.0,1.2,0.5086999999999999
300,1200.496,10.003,4.1,4.8,7768.491292966812,14451.587816504241,14957.7,0.0,30920.2,3695.3,3745.4,180.0,0.2,120.0,4.6,0.3137
500,2020.3260000000002,10.100999999999999,6.2,4.3,9275.97663358814,23244.905739569058,25894.9,0.0,51706.1,6208.7,6251.5,300.0,0.0,200.0,4.3,0.2637999999999999
