ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_300_0.7_1_Run3,2375.01,19.79,24,0,3024.0571875425,15040.782226329877,2548,11,19121,5826,5933,180,0,120,0,1.516,0.3566666666666667
Gen_Data_300_0.7_2_Run3,2375.6,19.8,10,0,3079.9345777259305,15850.469091089773,2021,18,19411,6920,7261,180,0,120,0,5.466,1.1366666666666667
Gen_Data_300_0.7_3_Run3,2396.55,19.97,13,3,6052.637701899036,15509.599265160743,2175,17,19212,6674,7047,180,0,120,3,5.396,1.2433333333333334
Gen_Data_300_0.7_4_Run3,2368.52,19.74,13,0,3028.7155851172533,15385.84111788643,2504,7,19438,6297,6429,180,0,120,0,1.437,0.44
Gen_Data_300_0.7_5_Run3,2403.65,20.03,16,3,6048.364697599634,15819.683908474555,2175,11,19512,6439,6755,180,0,120,3,3.742,1.0533333333333332
Gen_Data_300_0.7_6_Run3,2394.97,19.96,9,1,4022.7718866109135,15471.250958547133,2282,14,19286,6204,6387,180,0,120,1,2.46,0.61
Gen_Data_300_0.7_7_Run3,2408.26,20.07,12,5,8070.0814627883265,16016.885370594644,1675,17,19222,6931,7569,180,0,120,5,5.682,2.1266666666666665
Gen_Data_300_0.7_8_Run3,2408.46,20.07,17,1,4088.645472001555,15848.001732465173,2027,20,19413,7446,7880,180,0,120,1,5.943,1.4466666666666668
Gen_Data_300_0.7_9_Run3,2400.25,20.0,11,1,4027.7267386864255,15810.487273751682,2030,10,19391,6668,6842,180,0,120,1,2.779,0.58
Gen_Data_300_0.7_10_Run3,2390.86,19.92,20,5,8035.960117465893,15884.313921259356,2029,23,19442,6463,6903,180,0,120,5,4.371,1.4666666666666666
