ScenarioName,TotalCost,nTaxi
Gen_Data_300_1,3068.453554383159,0
Gen_Data_300_2,5030.847890255316,2
Gen_Data_300_3,6131.2769472106265,3
Gen_Data_300_4,3991.1111111099235,1
Gen_Data_300_5,3034.8273173058114,0
Gen_Data_300_6,3091.8808040151853,0
Gen_Data_300_7,3029.4755804494052,0
Gen_Data_300_8,3990.844947735859,1
Gen_Data_300_9,4015.9842957137444,1
Gen_Data_300_10,2999.99999999992,0
