ScenarioName,TotalCost_mean,nTaxi_mean
Gen_Data_100_1,8219.322996293891,7.2
Gen_Data_100_2,3339.0519227143195,2.2
Gen_Data_100_3,8431.800783157585,7.4
Gen_Data_100_4,10202.542164505776,9.2
Gen_Data_100_5,5836.19443038523,4.8
Gen_Data_100_6,7860.950775436475,6.8
Gen_Data_100_7,6063.078245875056,5.0
Gen_Data_100_8,7043.151362526039,6.0
Gen_Data_100_9,8140.9194862443455,7.0
Gen_Data_100_10,5802.655569531407,4.8
