ScenarioName,TotalCost_mean,nTaxi_mean
Gen_Data_100_1,2061.3878930191045,1.0
Gen_Data_100_2,2026.7971792690587,1.0
Gen_Data_100_3,1027.6304856661222,0.0
Gen_Data_100_4,1012.0845113845074,0.0
Gen_Data_100_5,1995.9047157429402,1.0
Gen_Data_100_6,4410.3553359807665,3.4
Gen_Data_100_7,3001.5883518073842,2.0
Gen_Data_100_8,1630.7826254053764,0.6
Gen_Data_100_9,3003.2691739052816,2.0
Gen_Data_100_10,1017.6568222714499,0.0
