BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean
Gen_Data_20_0.7_1,5.856,0.734,0.0,0.0,200.0,1478.2677523207108,593.0,0.0,2175.0,538.0,538.0,12.0,0.0,8.0,0.0,0.0
Gen_Data_20_0.7_2,44.822,5.604,0.0,2.0,2180.0,1086.5599236928815,1052.0,0.0,2234.0,358.0,358.0,12.0,0.0,8.0,2.0,0.0
Gen_Data_20_0.7_3,5.5360000000000005,0.6940000000000001,0.0,2.0,2180.0,1339.206029817389,475.0,0.0,1907.0,290.0,290.0,12.0,2.0,8.0,0.0,0.0
Gen_Data_20_0.7_4,43.676,5.458,0.0,2.0,2187.0175438596493,1262.8720117657685,948.0,8.0,2308.0,415.0,455.0,12.0,0.0,8.0,2.0,2.857
Gen_Data_20_0.7_5,25.326,3.168,0.0,1.0,1190.0,1365.5093780731534,533.6,0.0,2000.0,428.0,428.0,12.0,0.0,8.0,1.0,0.0
Gen_Data_20_0.7_6,4.732,0.592,0.0,1.0,1190.0,1469.2898350182393,628.0,0.0,2197.0,405.0,405.0,12.0,1.0,8.0,0.0,0.0
Gen_Data_20_0.7_7,44.838,5.604,0.0,2.0,2180.0,1096.212117109062,794.0,0.0,1989.0,208.0,208.0,12.0,0.0,8.0,2.0,0.0
Gen_Data_20_0.7_8,6.772,0.8460000000000001,0.0,0.0,200.0,1412.614869558761,533.0,0.0,2051.0,369.0,369.0,12.0,0.0,8.0,0.0,0.0
Gen_Data_20_0.7_9,25.754,3.218,0.0,1.0,1203.125,1271.9738872139765,502.4,0.0,1874.0,354.0,417.0,12.0,0.0,8.0,1.0,3.571
Gen_Data_20_0.7_10,6.086,0.76,0.0,0.0,211.76691729323312,1342.2023315537167,450.0,0.0,1900.0,362.0,381.0,12.0,0.0,8.0,0.0,2.857
