BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean
Gen_Data_20_0.7_1,6.166,0.772,2.0,0.0,205.22321428571428,1782.7405081334484,318.0,0.0,2208.0,538.0,568.0,12.0,0.0,8.0,0.0,3.571,1.5
Gen_Data_20_0.7_2,44.53,5.566,0.0,2.0,2180.0,1481.6424652189644,651.0,0.0,2234.0,358.0,358.0,12.0,0.0,8.0,2.0,0.0,0.0
Gen_Data_20_0.7_3,5.491999999999999,0.6860000000000002,0.0,2.0,2180.0,1291.073660950495,487.0,0.0,1878.0,290.0,290.0,12.0,2.0,8.0,0.0,0.0,0.0
Gen_Data_20_0.7_4,43.638000000000005,5.456,0.0,2.0,2187.0175438596493,1545.8452387444345,664.4,8.0,2314.0,415.0,455.0,12.0,0.0,8.0,2.0,2.857,2.0
Gen_Data_20_0.7_5,25.363999999999997,3.172,0.0,1.0,1190.0,1581.989189492148,318.0,0.0,2005.2,428.0,428.0,12.0,0.0,8.0,1.0,0.0,0.0
Gen_Data_20_0.7_6,4.626,0.582,0.0,1.0,1190.0,1665.3254940093066,439.0,0.0,2212.0,405.0,405.0,12.0,1.0,8.0,0.0,0.0,0.0
Gen_Data_20_0.7_7,45.544,5.694000000000001,0.0,2.0,2180.0,1512.520787838334,376.0,0.0,1989.0,208.0,208.0,12.0,0.0,8.0,2.0,0.0,0.0
Gen_Data_20_0.7_8,6.536,0.82,0.0,0.0,200.0,1542.9154460396915,401.0,0.0,2051.0,369.0,369.0,12.0,0.0,8.0,0.0,0.0,0.0
Gen_Data_20_0.7_9,25.846000000000004,3.2299999999999995,0.0,1.0,1203.125,1339.0489875395717,458.2,0.0,1901.6,354.0,417.0,12.0,0.0,8.0,1.0,3.571,3.15
Gen_Data_20_0.7_10,5.720000000000001,0.716,0.0,0.0,211.76691729323312,1542.5815403729864,248.0,0.0,1900.0,362.0,381.0,12.0,0.0,8.0,0.0,2.857,0.95
