ScenarioName,TotalCost,nTaxi
Gen_Data_100_1,9020.396127329353,8
Gen_Data_100_2,3110.3821335990024,2
Gen_Data_100_3,9026.231960375275,8
Gen_Data_100_4,10963.701747004368,10
Gen_Data_100_5,7015.386198840494,6
Gen_Data_100_6,8054.179414859038,7
Gen_Data_100_7,6050.944615215387,5
Gen_Data_100_8,7076.512270070499,6
Gen_Data_100_9,7111.179106900271,6
Gen_Data_100_10,6985.016653380313,6
