ScenarioName,TotalCost,nTaxi
Gen_Data_100_1,13929.0556215697,13
Gen_Data_100_2,8026.1037764841185,7
Gen_Data_100_3,16976.87200576374,16
Gen_Data_100_4,12948.451973586843,12
Gen_Data_100_5,11953.434535776896,11
Gen_Data_100_6,13979.425521590903,13
Gen_Data_100_7,13983.388377266405,13
Gen_Data_100_8,8025.356463109667,7
Gen_Data_100_9,11958.179875803653,11
Gen_Data_100_10,16975.98068758294,16
