ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_500_0.7_1_Run2,4015.47,20.08,20,1,6108.134273402372,26025.411754384495,2257,47,30865,10604,11198,300,0,200,1,4.199,1.188
Gen_Data_500_0.7_2_Run2,4027.6,20.14,15,6,11021.351722478148,26046.40194585379,2656,31,31254,11123,11489,300,0,200,6,3.338,0.732
Gen_Data_500_0.7_3_Run2,4024.08,20.12,15,10,15068.279651051536,25276.63991655973,3388,66,31196,10812,11610,300,0,200,10,3.853,1.596
Gen_Data_500_0.7_4_Run2,4025.35,20.13,18,3,8077.183451601232,25601.729035357293,3595,16,31753,10758,11285,300,0,200,3,3.574,1.054
Gen_Data_500_0.7_5_Run2,4026.75,20.13,13,0,5065.529750559074,25268.103043469848,2977,17,30800,10628,10951,300,0,200,0,2.843,0.646
Gen_Data_500_0.7_6_Run2,4020.7,20.1,12,11,15963.508030851199,25498.164694226034,3621,15,31637,10068,10394,300,1,200,10,1.832,0.652
Gen_Data_500_0.7_7_Run2,4000.63,20.0,15,1,6020.936240631818,25949.452903275134,3104,0,31617,10691,10842,300,0,200,1,1.178,0.302
Gen_Data_500_0.7_8_Run2,4015.55,20.08,9,4,9013.738588694825,25063.17468476351,4159,14,31772,10591,10883,300,0,200,4,2.367,0.584
Gen_Data_500_0.7_9_Run2,4010.6,20.05,8,9,13960.761434285658,25920.55945461762,3220,37,31664,10179,10406,300,0,200,9,2.247,0.454
Gen_Data_500_0.7_10_Run2,4026.89,20.13,14,1,6074.157250207559,26496.13862075054,3017,11,32080,11255,11627,300,0,200,1,3.644,0.744
