BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_500_0.7_1,3926.3840000000005,7.85,19.2,56.0,60570.753267880624,20730.60095009684,9308.0,2.8,32398.8,9303.8,9743.2,0.0,0.0,500.0,56.0,3.1858,0.8788,6294.6,497.8,7661.8
Gen_Data_500_0.7_2,4005.686,8.010000000000002,20.4,66.4,70949.54073661019,20857.144387692813,9258.8,26.2,32398.8,9714.2,10464.8,0.0,0.0,500.0,66.4,5.305,1.5012,6216.6,499.2,8098.0
Gen_Data_500_0.7_3,3767.9660000000003,7.533999999999999,17.2,53.0,57626.81919581853,20741.56958029709,9296.0,8.0,32400.0,9234.0,9761.4,0.0,0.0,500.0,53.0,4.035,1.0548000000000002,6254.4,489.4,7877.2
Gen_Data_500_0.7_4,3864.1299999999997,7.728,19.4,57.8,62343.31654440677,20478.255956221765,9562.0,25.4,32398.2,9196.0,9588.8,0.0,0.0,500.0,57.8,3.1944,0.7856000000000001,6288.4,497.0,7453.6
Gen_Data_500_0.7_5,3904.058,7.806,14.0,50.6,55199.24617711189,20538.48918299866,9478.4,30.8,32399.8,9155.6,9472.8,0.0,0.0,500.0,50.6,2.3738,0.6344000000000001,6233.0,499.0,7434.6
Gen_Data_500_0.7_6,3962.2300000000005,7.924000000000001,19.8,55.2,59840.188218835705,20354.48633050803,9693.8,16.0,32400.0,9203.0,9794.0,0.0,0.0,500.0,55.2,4.4506,1.182,5826.2,493.8,7834.0
Gen_Data_500_0.7_7,3831.59,7.662000000000001,21.2,52.4,57011.7910795243,20709.64877744244,9321.0,28.6,32399.4,9492.6,9941.2,0.0,0.0,500.0,52.4,2.9757999999999996,0.8972,6073.4,496.4,7536.8
Gen_Data_500_0.7_8,3906.31,7.81,20.6,55.8,60398.21715655313,21125.77380027515,8929.0,29.0,32400.0,9844.0,10327.8,0.0,0.0,500.0,55.8,3.3815999999999997,0.9676,6116.4,498.4,7824.2
Gen_Data_500_0.7_9,4030.852,8.059999999999999,18.8,73.8,78237.8608389031,20195.09209933682,9946.2,52.6,32400.0,9066.2,9557.0,0.0,0.0,500.0,73.8,3.2589999999999995,0.9815999999999999,6290.0,495.2,7520.8
Gen_Data_500_0.7_10,3965.96,7.93,23.2,55.4,59996.96098302846,20906.826708746954,9128.2,5.6,32399.4,9487.2,9912.2,0.0,0.0,500.0,55.4,3.3608,0.85,6128.0,498.6,8231.0
