BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_500_0.7_1,4639.778,9.278,35.6,99.2,103567.47180513978,23948.58333700819,6293.4,29.8,32399.4,8171.8,9349.8,0.0,0.0,500.0,99.2,8.1872,2.3560000000000003,11528.8,444.6,10371.0
Gen_Data_500_0.7_2,4841.037999999999,9.680000000000001,31.8,116.0,120169.66551914849,24393.128825435615,5935.4,28.4,32399.8,8421.6,9563.8,0.0,0.0,500.0,116.0,8.0742,2.2844,11875.4,441.8,11245.8
Gen_Data_500_0.7_3,4389.686,8.778,24.0,91.2,95553.8787109103,24036.184537392553,6147.6,42.0,32400.0,8472.4,9303.2,0.0,0.0,500.0,91.2,6.0794,1.6616,11230.8,463.4,11098.4
Gen_Data_500_0.7_4,4633.9400000000005,9.266,25.6,103.0,107223.50591681481,24171.2694141816,6078.6,11.8,32399.0,8147.0,8880.2,0.0,0.0,500.0,103.0,4.8788,1.4664000000000001,12177.0,459.2,11138.8
Gen_Data_500_0.7_5,4612.048,9.222,32.6,83.6,88059.43098315333,23881.901969699047,6260.4,21.0,32400.0,8369.2,9196.2,0.0,0.0,500.0,83.6,6.570800000000001,1.6540000000000004,11495.8,476.2,11944.4
Gen_Data_500_0.7_6,4527.33,9.056000000000001,33.0,89.6,93977.52541052541,24180.917356518286,6004.6,30.6,32400.0,8369.6,9221.4,0.0,0.0,500.0,89.6,6.049799999999999,1.7036000000000002,11155.8,451.6,11780.4
Gen_Data_500_0.7_7,4844.872,9.687999999999999,28.4,100.4,104716.9450592147,24537.81791792227,5688.0,37.6,32398.2,8311.0,9352.6,0.0,0.0,500.0,100.4,6.758399999999999,2.0832,11694.6,450.2,12979.2
Gen_Data_500_0.7_8,4777.43,9.553999999999998,36.2,105.0,109258.9632798098,24665.571923306557,5593.4,24.8,32400.0,8499.6,9430.8,0.0,0.0,500.0,105.0,6.5172,1.8624000000000003,12059.2,459.4,12002.2
Gen_Data_500_0.7_9,4765.136,9.53,23.6,115.2,119270.20007190446,23823.316230207536,6476.2,9.6,32400.0,7888.0,8656.6,0.0,0.0,500.0,115.2,5.236800000000001,1.5372,11886.2,473.6,11207.6
Gen_Data_500_0.7_10,4736.652,9.472,28.2,92.4,96761.0948020736,24333.066565028967,5852.2,14.4,32398.2,8705.2,9565.2,0.0,0.0,500.0,92.4,6.427,1.72,11441.2,460.6,12310.4
