ScenarioName,TotalCost_mean,nTaxi_mean
Gen_Data_100_1,13948.167898568765,13.0
Gen_Data_100_2,7639.563321911193,6.6
Gen_Data_100_3,18160.827552261333,17.2
Gen_Data_100_4,11973.795397734752,11.0
Gen_Data_100_5,10964.730308564034,10.0
Gen_Data_100_6,13970.092007409336,13.0
Gen_Data_100_7,13983.388377266407,13.0
Gen_Data_100_8,5252.290614850589,4.2
Gen_Data_100_9,11978.504025217166,11.0
Gen_Data_100_10,16975.98068758294,16.0
