ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_300_0.7_1_Run4,2370.54,19.75,17,1,4048.1316804951307,15024.391012232198,2470,8,19027,5798,6065,180,0,120,1,2.997,0.89
Gen_Data_300_0.7_2_Run4,2381.09,19.84,14,1,4051.689971424575,15828.629793764923,1939,9,19297,6897,7177,180,0,120,1,4.098,0.9333333333333333
Gen_Data_300_0.7_3_Run4,2395.03,19.96,13,2,5097.134122412213,15722.464591561029,2045,21,19318,6726,7257,180,0,120,2,5.897,1.77
Gen_Data_300_0.7_4_Run4,2372.72,19.77,6,1,4021.8136639460167,15617.465864028178,2127,13,19284,6275,6408,180,0,120,1,2.019,0.44333333333333336
Gen_Data_300_0.7_5_Run4,2407.3,20.06,20,3,6030.785145011052,15900.347624086618,1968,0,19388,6447,6769,180,0,120,3,2.688,1.0733333333333333
Gen_Data_300_0.7_6_Run4,2405.73,20.05,11,1,4014.268212524299,15836.768438724386,1823,0,19181,6204,6339,180,0,120,1,2.402,0.45
Gen_Data_300_0.7_7_Run4,2409.33,20.08,16,9,11972.886980839843,16153.836891401836,1520,0,19183,6782,7094,180,0,120,9,4.137,1.04
Gen_Data_300_0.7_8_Run4,2404.96,20.04,9,1,4075.188085023201,15818.992446754088,2116,16,19479,7441,7865,180,0,120,1,4.753,1.4133333333333333
Gen_Data_300_0.7_9_Run4,2402.15,20.02,14,0,3061.8047495091364,15573.938596720616,2178,41,19299,6723,7069,180,0,120,0,4.013,1.1533333333333333
Gen_Data_300_0.7_10_Run4,2390.97,19.92,13,4,7098.842431025102,15234.963831826988,2326,41,19089,6463,7172,180,0,120,4,6.123,2.3633333333333333
