ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_300_0.7_1_Run4,2383.61,19.86,14,1,4035.5206450449277,15451.341865058273,1691,3,18654,5813,5992,180,0,120,1,3.043,0.5966666666666667
Gen_Data_300_0.7_2_Run4,2371.02,19.76,13,0,3036.9738554745513,15727.634077608587,1677,2,18916,6920,7108,180,0,120,0,3.521,0.6266666666666667
Gen_Data_300_0.7_3_Run4,2392.67,19.94,17,1,4105.808230144152,15303.76129574346,1749,12,18572,6764,7285,180,0,120,1,6.904,1.7366666666666666
Gen_Data_300_0.7_4_Run4,2371.97,19.77,12,0,3035.807250585525,15443.910626053663,1837,0,18800,6297,6461,180,0,120,0,2.274,0.5466666666666666
Gen_Data_300_0.7_5_Run4,2398.45,19.99,22,4,7020.510819088611,15646.131706602282,1441,30,18587,6451,6714,180,0,120,4,3.222,0.8766666666666667
Gen_Data_300_0.7_6_Run4,2391.96,19.93,8,1,4013.641213811062,15181.035204079448,1549,0,18240,6204,6335,180,0,120,1,2.333,0.43666666666666665
Gen_Data_300_0.7_7_Run4,2400.46,20.0,16,2,5072.249380878096,15562.341808630232,1163,37,18241,6993,7488,180,0,120,2,4.808,1.65
Gen_Data_300_0.7_8_Run4,2402.67,20.02,15,0,3109.393301529049,15768.71803024419,771,1,18066,7495,7948,180,0,120,0,6.328,1.51
Gen_Data_300_0.7_9_Run4,2405.75,20.05,12,0,3047.4175674039307,15185.301763035906,1497,21,18221,6723,6972,180,0,120,0,3.41,0.83
Gen_Data_300_0.7_10_Run4,2406.49,20.05,20,4,7097.3577302749945,15360.007951856123,1733,7,18598,6454,7152,180,0,120,4,6.372,2.3266666666666667
