ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest
Gen_Data_300_0.7_1_Run4,2375.59,19.8,12,4,7010.219043993609,15764.933803814296,1571,0,18857,5787,6026,180,0,120,4,2.211,0.7966666666666666
Gen_Data_300_0.7_2_Run4,2381.26,19.84,8,2,5039.349014716818,16418.025611995912,1542,1,19488,6893,7193,180,0,120,2,4.972,1.0
Gen_Data_300_0.7_3_Run4,2394.99,19.96,14,2,5066.104496553005,16087.030579402619,1667,18,19285,6723,7103,180,0,120,2,5.525,1.2666666666666666
Gen_Data_300_0.7_4_Run4,2367.39,19.73,14,0,3042.3093216019033,16143.930710272693,1635,22,19321,6297,6512,180,0,120,0,2.739,0.7166666666666667
Gen_Data_300_0.7_5_Run4,2408.34,20.07,16,4,7059.828247194431,16130.653462884866,1768,104,19409,6415,6872,180,0,120,4,4.049,1.5233333333333334
Gen_Data_300_0.7_6_Run4,2396.93,19.97,9,1,4016.8835762823333,16271.342671689521,1618,5,19420,6204,6360,180,0,120,1,2.426,0.52
Gen_Data_300_0.7_7_Run4,2407.85,20.07,16,11,13940.355617825398,16392.270775820245,1522,4,19413,6719,6983,180,0,120,11,3.716,0.88
Gen_Data_300_0.7_8_Run4,2409.06,20.08,13,0,3100.3650437776855,16356.229007797283,1522,47,19428,7495,7985,180,0,120,0,6.918,1.6333333333333333
Gen_Data_300_0.7_9_Run4,2408.29,20.07,14,0,3092.432896658711,15769.27809632758,1803,108,19127,6723,7158,180,0,120,0,5.133,1.45
Gen_Data_300_0.7_10_Run4,2391.36,19.93,16,5,8026.212615363796,15984.864821798337,1519,5,19034,6421,6755,180,0,120,5,4.193,1.1133333333333333
