BaseScenario,TotalElapsedTime_mean,AverageResponseTime_mean,EventsInsertedByALNS_mean,nTaxi_mean,TotalCost_mean,TotalDistance_mean,TotalIdleTime_mean,TotalIdleTimeWithCustomer_mean,TotalRideTime_mean,TotalDirectRideTime_mean,TotalActualRideTime_mean,nOfflineRequests_mean,UnservicedOfflineRequest_mean,nOnlineRequests_mean,UnservicedOnlineRequests_mean,AveragePercentRideSharing_mean,ExcessRideTimePrServicedRequest_mean,TotalEmptyRelocationTime_mean,TotalNumberOfRequestsOverlapIdleVehicle_mean,TotalDriveTimeToNearestIdleVehicle_mean
Gen_Data_20_0.5_1,1200.6299999999999,0.0,0.0,3.0,3180.3999999999996,1110.0958627816178,100.0,0.0,1296.0,441.0,467.0,12.0,3.0,8.0,0.0,5.0,1.3,40.0,0.0,0.0
Gen_Data_20_0.5_2,1200.604,0.0,0.0,1.0,1189.9999999999964,1114.856462117946,24.0,0.0,1235.0,401.0,401.0,12.0,1.0,8.0,0.0,0.0,0.0,50.0,0.0,0.0
Gen_Data_20_0.5_3,1200.73,0.0,0.0,2.0,2180.0,1187.300039499672,108.0,0.0,1386.0,350.0,350.0,12.0,2.0,8.0,0.0,0.0,0.0,64.0,0.0,0.0
Gen_Data_20_0.5_4,1200.6100000000001,0.0,0.0,4.0,4173.488372093023,1016.0165836364779,264.0,0.0,1362.0,381.0,439.0,12.0,4.0,8.0,0.0,6.667,2.9,64.0,0.0,0.0
Gen_Data_20_0.5_5,1200.67,0.0,0.0,2.0,2183.8636363636365,1128.3743466168457,73.0,0.0,1295.0,386.0,403.0,12.0,2.0,8.0,0.0,3.3329999999999997,0.85,70.0,0.0,0.0
Gen_Data_20_0.5_6,1200.6060000000002,0.0,0.0,3.0,3188.8431372549194,1112.1662470375377,100.0,0.0,1299.0,373.0,468.0,12.0,3.0,8.0,0.0,10.0,4.75,154.0,0.0,0.0
Gen_Data_20_0.5_7,18.336,0.0,0.0,0.0,200.0,1144.1646795989573,34.0,0.0,1280.0,255.0,255.0,12.0,0.0,8.0,0.0,0.0,0.0,81.0,0.0,0.0
Gen_Data_20_0.5_8,1200.6919999999998,0.0,0.0,1.0,1190.0,1208.2531907678217,0.0,0.0,1306.0,365.0,365.0,12.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Gen_Data_20_0.5_9,1200.6119999999999,0.0,0.0,3.0,3170.0,1013.2909089890254,145.0,0.0,1249.0,310.0,310.0,12.0,3.0,8.0,0.0,0.0,0.0,88.0,0.0,0.0
Gen_Data_20_0.5_10,1200.766,0.0,0.0,4.0,4171.766917293198,855.5414319191057,0.0,0.0,938.0,280.0,299.0,12.0,4.0,8.0,0.0,4.0,0.95,0.0,0.0,0.0
